Word,Pronunciation
monastic, məˈnæstɪk məˈnæstɪk məˈnæs·tɪk
monasticism, məˈnæstɪsɪzəm
monetarily, ˌmɑːnəˈterəli
monetary, ˈmɑːnəteri ˈmɑːnəteri ˈmɑn·ɪˌter·i ˈmɑnɪteri ˈmɑnɪteri
money, ˈmʌni ˈmʌn·i
moneyed, ˈmʌnid
moneymaker, ˈmʌniˌmeɪkɚ ˈmʌn·iˌmeɪ·kər
mongol, ˈmɑːŋɡoʊl
mongoose, ˈmɑːŋɡuːs
monies, ˈmʌniz
moniker, ˈmɑːnɪkɚ ˈmɑn·ɪ·kər
monitor, ˈmɑːnət̬ɚ ˈmɑːnət̬ɚ ˈmɑːnət̬ɚ ˈmɑːnət̬ɚ ˈmɑːnət̬ɚ ˈmɑn·ɪ·t̬ər ˈmɑn·ɪ·t̬ər ˈmɑn·ɪ·t̬ər
monk, mʌŋk mʌŋk
monkey, ˈmʌŋki ˈmʌŋki ˈmʌŋki ˈmʌŋ·ki
mono, ˈmɑːnoʊ ˈmɑːnoʊ ˈmɑn·oʊ
monochromatic, ˌmɑːnoʊkrəˈmæt̬ɪk ˌmɑːnoʊkrəˈmæt̬ɪk ˌmɑn·ə·kroʊˈmæt̬·ɪk
monochrome, ˈmɑːnəkroʊm ˈmɑːnəkroʊm
monocle, ˈmɑːnəkəl
monoclonal, ˌmɑːnəˈkloʊnəl
monogamous, məˈnɑːɡəməs məˈnɑːɡəməs
monogamy, məˈnɑːɡəmi məˈnɑːɡəmi məˈnɑɡ·ə·mi
monogram, ˈmɑːnəɡræm ˈmɑn·əˌɡræm
monogrammed, ˈmɑːnəɡræmd
monograph, ˈmɑːnəɡræf
monolith, ˈmɑːnəlɪθ ˈmɑːnəlɪθ ˈmɑːnəlɪθ ˈmɑːnəlɪθ
monolithic, ˌmɑːnəˈlɪθɪk ˌmɑn·əˈlɪθ·ɪk ˌmɑn·əˈlɪθ·ɪk
monologue," ˈmɑːnəlɑːɡ ˈmɑːnəlɑːɡ ˈmɑn·əlˌɔɡ, -ˌɑɡ"
monoplane, ˈmɑːnəpleɪn
monopolistic, məˌnɑːpəlˈɪstɪk
monopolize, məˈnɑːpəlaɪz məˈnɑːpəlaɪz məˈnɑp·əˌlɑɪz
monopoly, məˈnɑːpəli məˈnɑp·ə·li
monorail, ˈmɑːnəreɪl ˈmɑn·əˌreɪl
monotheism, ˌmɑːnoʊˈθiːɪzəm ˈmɑn·ə·θiˌɪz·əm
monotone, ˈmɑːnətoʊn ˈmɑn·əˌtoʊn
monotonous, məˈnɑːt̬ənəs məˈnɑt·ə·nəs
monotony, məˈnɑːt̬əni məˈnɑt·ən·i
monsoon, mɑːnˈsuːn mɑnˈsun
monster, ˈmɑːnstɚ ˈmɑːnstɚ ˈmɑːnstɚ ˈmɑn·stər ˈmɑn·stər
monstrosity, mɑːnˈstrɑːsət̬i mɑnˈstrɑs·ɪ·t̬i
monstrous, ˈmɑːnstrəs ˈmɑːnstrəs ˈmɑn·strəs ˈmɑn·strəs
montage, ˈmɑːntɑːʒ
month, mʌnθ mʌnθ
monthly, ˈmʌnθli ˈmʌnθ·li
monument, ˈmɑːnjəmənt ˈmɑn·jə·mənt
monumental, ˌmɑːnjəˈment̬əl ˌmɑn·jəˈmen·təl
monumentally, ˌmɑːnjəˈment̬əli
moo, muː mu
mood, muːd mud mud mud
moody, ˈmuːdi ˈmuːdi ˈmu·di
moon, muːn muːn mun mun
moonlight, ˈmuːnlaɪt ˈmunˌlɑɪt
moonlighting, ˈmuːnlaɪt̬ɪŋ
moonlit, ˈmuːnlɪt
moonshine, ˈmuːnʃaɪn ˈmuːnʃaɪn ˈmunˌʃɑɪn
moor, mʊr mʊr
mooring, ˈmʊrɪŋ ˈmʊr·ɪŋ
moorland, ˈmʊrlənd
moose, muːs mus
moot, muːt mut mut
mop, mɑːp mɑp mɑp
mope, moʊp moʊp
moped, ˈmoʊped ˈmoʊˌped
moraine, məˈreɪn məˈreɪn
moral," ˈmɔːrəl ˈmɔːrəl ˈmɔr·əl, ˈmɑr-"
morale, məˈræl məˈræl məˈræl
moralist, ˈmɔːrəlɪst
moralistic," ˌmɔːrəlˈɪstɪk ˌmɔr·əˈlɪs·tɪk, ˌmɑr-"
morality, məˈrælət̬i məˈrælət̬i məˈræl·ɪ·t̬i
moralize," ˈmɔːrəlaɪz ˈmɔr·əˌlɑɪz, ˈmɑr-"
morally," ˈmɔːrəli ˈmɔr·ə·li, ˈmɑr- ˈmɔr·ə·li, ˈmɑr-"
morals," ˈmɔr·əlz, ˈmɑr-"
morass, məˈræs məˈræs məˈræs
moratorium," ˌmɔːrəˈtɔːriəm ˌmɔr·əˈtɔr·i·əm, ˌmɑr-, -ˈtoʊr-"
morbid, ˈmɔːrbɪd ˈmɔːrbɪd ˈmɔr·bɪd
morbidity, mɔːrˈbɪdət̬i mɔːrˈbɪdət̬i
morbidly, ˈmɔːrbɪdli ˈmɔːrbɪdli
more," mɔːr mɔːr mɔːr mɔr, moʊr mɔr, moʊr"
morel, mɔːˈrel
morello, məˈreloʊ
moreover," ˌmɔːrˈoʊvɚ mɔrˈoʊ·vər, moʊr-"
mores," ˈmɔːreɪz ˈmɔr·eɪz, ˈmoʊr-"
morgue, mɔːrɡ mɔrɡ
moribund, ˈmɔːrɪbʌnd
morn, mɔːrn
morning, ˈmɔːrnɪŋ ˈmɔr·nɪŋ
mornings, ˈmɔːrnɪŋz
moron," ˈmɔːrɑːn ˈmɔr·ɑn, ˈmoʊr-"
morose, məˈroʊs məˈroʊs
morph, mɔːrf mɔːrf mɔrf
morphine, ˈmɔːrfiːn ˈmɔr·fin
morphological, ˌmɔːrfəˈlɑːdʒɪkəl ˌmɔːrfəˈlɑːdʒɪkəl
morphology, mɔːrˈfɑːlədʒi mɔːrˈfɑːlədʒi mɔrˈfɑl·ə·dʒi
morrow, ˈmɔːroʊ
morsel, ˈmɔːrsəl ˈmɔːrsəl ˈmɔr·səl
mortal, ˈmɔːrt̬əl ˈmɔːrt̬əl ˈmɔr·təl
mortality, mɔːrˈtælət̬i mɔːrˈtælət̬i mɔrˈtæl·ɪ·t̬i mɔrˈtæl·ɪ·t̬i
mortally, ˈmɔːrt̬əli ˈmɔːrt̬əli ˈmɔr·təl·i
mortar, ˈmɔːrtɚ ˈmɔːrtɚ ˈmɔːrtɚ ˈmɔrt·tər ˈmɔrt·tər
mortgage, ˈmɔːrɡɪdʒ ˈmɔr·ɡɪdʒ
mortician, mɔːrˈtɪʃən mɔrˈtɪʃ·ən
mortification, ˌmɔːrt̬əfəˈkeɪʃən
mortified, ˈmɔːrt̬əfaɪd
mortify, ˈmɔːrt̬əfaɪ ˈmɔr·t̬əˌfɑɪ
mortuary, ˈmɔːrtʃueri ˈmɔːrtʃueri ˈmɔr·tʃuˌer·i
mosaic, moʊˈzeɪɪk moʊˈzeɪɪk moʊˈzeɪɪk moʊˈzeɪ·ɪk
mosey, ˈmoʊzi ˈmoʊ·zi
mosh, mɑːʃ
mosque, mɑːsk mɑsk
mosquito, məˈskiːt̬oʊ məˈski·t̬oʊ
moss, mɑːs mɔs
most, moʊst moʊst moʊst moʊst moʊst moʊst moʊst moʊst moʊst
mostly, ˈmoʊstli ˈmoʊst·li
mote, moʊt
motel, moʊˈtel moʊˈtel
moth, mɑːθ mɔθ
mothball, ˈmɑːθbɑːl ˈmɔθˌbɔl
mother, ˈmʌðɚ ˈmʌðɚ ˈmʌðɚ ˈmʌðɚ ˈmʌð·ər ˈmʌð·ər
motherfucker, ˈmʌðɚˌfʌkɚ ˈmʌðɚˌfʌkɚ
motherfucking, ˈmʌðɚˌfʌkɪŋ
motherhood, ˈmʌðɚhʊd ˈmʌð·ərˌhʊd
mothering, ˈmʌðərɪŋ
motherland, ˈmʌðɚlænd
motherless, ˈmʌðɚləs
motherly, ˈmʌðɚli ˈmʌð·ər·li
motif, moʊˈtiːf moʊˈtiːf moʊˈtif moʊˈtif
motile, ˈmoʊt̬əl
motility, moʊˈtɪlət̬i
motion, ˈmoʊʃən ˈmoʊʃən ˈmoʊʃən ˈmoʊ·ʃən ˈmoʊ·ʃən ˈmoʊ·ʃən
motionless, ˈmoʊʃənləs ˈmoʊ·ʃən·ləs
motivate, ˈmoʊt̬əveɪt ˈmoʊt̬əveɪt
motivated, ˈmoʊt̬ɪveɪt̬ɪd ˈmoʊt̬ɪveɪt̬ɪd
motivation, ˌmoʊt̬əˈveɪʃən ˌmoʊt̬əˈveɪʃən ˌmoʊ·t̬əˈveɪ·ʃən ˌmoʊ·t̬əˈveɪ·ʃən
motivational, ˌmoʊt̬əˈveɪʃənəl
motive, ˈmoʊt̬ɪv ˈmoʊ·t̬ɪv
motley, ˈmɑːtli ˈmɑt·li
motor, ˈmoʊt̬ɚ ˈmoʊt̬ɚ ˈmoʊ·t̬ər
motorbike, ˈmoʊt̬ɚbaɪk ˈmoʊ·t̬ərˌbɑɪk
motorboat, ˈmoʊt̬ɚboʊt ˈmoʊ·t̬ərˌboʊt
motorcade, ˈmoʊt̬ɚkeɪd ˈmoʊ·t̬ərˌkeɪd
motorcycle, ˈmoʊt̬ɚˌsaɪkəl ˈmoʊ·t̬ərˌsɑɪ·kəl
motorcyclist, ˈmoʊt̬ɚˌsaɪklɪst
motoring, ˈmoʊt̬ɚɪŋ
motorist, ˈmoʊt̬ɚɪst ˈmoʊ·t̬ər·ɪst
motorized, ˈmoʊt̬əraɪzd ˈmoʊt̬əraɪzd ˈmoʊ·t̬əˌrɑɪzd
motte, mɑːt
mottled, ˈmɑːt̬əld ˈmɑt·əld
motto, ˈmɑːt̬oʊ ˈmɑt̬·oʊ
mould, moʊld moʊld moʊld
moulding, ˈmoʊldɪŋ
mouldy, ˈmoʊldi ˈmoʊldi ˈmoʊldi
mound, maʊnd maʊnd maʊnd mɑʊnd mɑʊnd
mount, maʊnt maʊnt maʊnt maʊnt maʊnt maʊnt maʊnt mɑʊnt mɑʊnt mɑʊnt mɑʊnt mɑʊnt
mountain, ˈmaʊntən ˈmaʊntən ˈmɑʊn·tən ˈmɑʊn·tən
mountaineer, ˌmaʊntənˈɪr
mountaineering, ˌmaʊntənˈɪrɪŋ
mountainous, ˈmaʊntənəs ˈmaʊntənəs ˈmɑʊn·tən·əs
mountainside, ˈmaʊntənˌsaɪd ˈmɑʊn·tənˌsɑɪd
mountaintop, ˌmaʊntənˈtɑːp
mounted, ˈmaʊnt̬ɪd ˈmaʊnt̬ɪd
mounting, ˈmaʊnt̬ɪŋ ˈmɑʊn·tɪŋ
mourn," mɔːrn mɔrn, moʊrn"
mourner," ˈmɔːrnɚ ˈmɔr·nər, ˈmoʊr-"
mournful, ˈmɔːrnfəl
mourning, ˈmɔːrnɪŋ ˈmɔːrnɪŋ ˈmɔːrnɪŋ
mouse, maʊs maʊs maʊs mɑʊs mɑʊs
mouser, ˈmaʊsɚ
mousetrap, ˈmaʊstræp ˈmɑʊsˌtræp
mousse, muːs muːs mus mus
moustache," ˈmʌstæʃ ˈmʌs·tæʃ, məˈstæʃ"
mousy," ˈmaʊsi ˈmaʊsi ˈmɑʊ·si, -zi"
mouth, maʊθ maʊθ mɑʊθ mɑʊθ mɑʊθ mɑʊθ
mouthful, ˈmaʊθfʊl ˈmaʊθfʊl ˈmɑʊθˌfʊl ˈmɑʊθˌfʊl
mouthpiece, ˈmaʊθpiːs ˈmaʊθpiːs ˈmɑʊθˌpis ˈmɑʊθˌpis
mouthwash," ˈmaʊθwɑːʃ ˈmɑʊθˌwɑʃ, -ˌwɔʃ"
mouthy, ˈmaʊði
movable, ˈmuːvəbəl ˈmu·və·bəl
move, muːv muːv muːv muːv muːv muːv muːv muːv muːv muːv muːv
moved, muːvd
movement, ˈmuːvmənt ˈmuːvmənt ˈmuːvmənt ˈmuːvmənt ˈmuːvmənt ˈmuːvmənt ˈmuːvmənt ˈmuv·mənt ˈmuv·mənt ˈmuv·mənt ˈmuv·mənt
mover, ˈmuːvɚ ˈmuːvɚ ˈmuːvɚ ˈmuːvɚ ˈmuːvɚ ˈmu·vər
movie, ˈmuːvi ˈmu·vi ˈmu·vi
moviegoer, ˈmuːviˌɡoʊɚ ˈmu·viˌɡoʊ·ər
moviegoing, ˈmuːviˌɡoʊɪŋ
moviemaker, ˈmuːviˌmeɪkɚ
movies, ˈmu·viz
moving, ˈmuːvɪŋ ˈmuːvɪŋ ˈmuːvɪŋ ˈmu·vɪŋ
movingly, ˈmuːvɪŋli
mow, moʊ moʊ
mower, ˈmoʊɚ
moxie, ˈmɑːksi
mpg, ˌempiːˈdʒiː
mph, ˌempiːˈeɪtʃ
mu, muː
much, mʌtʃ mʌtʃ mʌtʃ
muck, mʌk mʌk mʌk
muckraker, ˈmʌkˌreɪkɚ
muckraking, ˈmʌkˌreɪkɪŋ
mucky, ˈmʌki ˈmʌki
mucosa, mjuːˈkoʊsə
mucosal, mjuːˈkoʊsəl
mucous, ˈmjuːkəs
mucus, ˈmjuːkəs ˈmju·kəs
mud, mʌd mʌd
muddle, ˈmʌdəl ˈmʌd·əl
muddled, ˈmʌdəld ˈmʌdəld ˈmʌd·əld
muddy, ˈmʌdi ˈmʌdi
mudslide, ˈmʌdslaɪd ˈmʌdˌslɑɪd
mudslinging, ˈmʌdˌslɪŋɪŋ ˈmʌdˌslɪŋ·iŋ
muff, mʌf mʌf
muffin, ˈmʌfɪn ˈmʌfɪn ˈmʌf·ɪn
muffle, ˈmʌfəl ˈmʌfəl ˈmʌfəl ˈmʌf·əl
muffled, ˈmʌfəld
muffler, ˈmʌflɚ ˈmʌflɚ ˈmʌf·lər ˈmʌf·lər
mug, mʌɡ mʌɡ mʌɡ mʌɡ
mugger, ˈmʌɡɚ
mugging, ˈmʌɡɪŋ
muggy, ˈmʌɡi ˈmʌɡ·i
mulatto," məˈlæt̬oʊ mʊˈlɑ·t̬oʊ, mjʊ-"
mulberry, ˈmʌlberi ˈmʌlˌber·i
mulch, mʌltʃ mʌltʃ
mule, mjuːl mjuːl mjuːl mjul
mull, mʌl
mullah," ˈmʊlə ˈmʌl·ə, ˈmʊl·ə"
mullet, ˈmʌlɪt ˈmʌlɪt
multicolored, ˌmʌltiˈkʌlɚd
multicultural," ˌmʌltiˈkʌltʃɚəl ˌmʌl·tiˈkʌl·tʃər·əl, ˌmʌlˌtɑɪ-"
multifaceted, ˌmʌltiˈfæsɪt̬ɪd
multilateral," ˌmʌltiˈlæt̬ɚəl ˌmʌl·tiˈlæt̬·ər·əl, ˌmʌl·tɑɪ-"
multilevel, ˌmʌltiˈlevəl ˌmʌltiˈlevəl
multimedia," ˌmʌltiˈmiːdiə ˌmʌl·tiˈmid·i·ə, ˌmʌl·tɑɪ-"
multimillionaire, ˌmʌltiˌmɪljəˈner
multinational," ˌmʌlt̬iˈnæʃənəl ˌmʌl·tiˈnæʃ·ə·nəl, ˌmʌl·tɑɪ-"
multiple, ˈmʌltəpəl ˈmʌl·tə·pəl
multiplex, ˈmʌltəpleks ˈmʌl·təˌpleks
multiplication, ˌmʌltəpləˈkeɪʃən ˌmʌltəpləˈkeɪʃən ˌmʌl·tə·plɪˈkeɪ·ʃən
multiplicity, ˌmʌltəˈplɪsət̬i ˌmʌl·təˈplɪs·ɪ·t̬i
multiply, ˈmʌltəplaɪ ˈmʌltəplaɪ ˈmʌltəplaɪ ˈmʌl·təˌplɑɪ ˈmʌl·təˌplɑɪ
multipurpose, ˌmʌltiˈpɝːpəs
multitask, ˌmʌltiˈtæsk ˈmʌltiˌtæsk ˈmʌltiˌtæsk
multitasking, ˌmʌltiˈtæskɪŋ ˌmʌltiˈtæskɪŋ ˈmʌltiˌtæskiŋ ˈmʌltiˌtæskiŋ
multitude, ˈmʌl·tɪˌtud
multivitamin, ˌmʌltiˈvaɪt̬əmɪn
mum, mʌm mʌm
mumble, ˈmʌmbəl ˈmʌm·bəl
mummification, ˌmʌməfəˈkeɪʃən
mummify, ˈmʌməfaɪ
mummy, ˈmʌmi ˈmʌmi ˈmʌm·i
mumps, mʌmps mʌmps
munch, mʌntʃ mʌntʃ
munchies, ˈmʌntʃiz ˈmʌn·tʃIz
mundane," mʌnˈdeɪn mʌnˈdeɪn, ˈmʌn·deɪn"
municipal, mjuːˈnɪsəpəl mjʊˈnɪs·ə·pəl
municipality, mjuːˌnɪsəˈpælət̬i mjʊˌnɪs·əˈpæl·ɪ·t̬i
munition, mjuːˈnɪʃən
munitions, mjuːˈnɪʃənz mjʊˈnɪʃ·ənz
mural, ˈmjʊrəl ˈmjʊr·əl
murder, ˈmɝːdɚ ˈmɜr·dər ˈmɜr·dər
murderer, ˈmɝːdɚɚ
murderous, ˈmɝːdɚəs ˈmɝːdɚəs ˈmɜr·dər·əs
murk, mɝːk mɜrk
murky, ˈmɝːki ˈmɝːki ˈmɜr·ki
murmur, ˈmɝːmɚ ˈmɝːmɚ ˈmɜr·mər
murmuring, ˈmɝːmɚɪŋ ˈmɝːmɚɪŋ ˈmɝːmɚɪŋ
muscle, ˈmʌsəl ˈmʌsəl ˈmʌsəl ˈmʌs·əl ˈmʌs·əl
muscled, ˈmʌsəld
muscular, ˈmʌskjəlɚ ˈmʌskjəlɚ ˈmʌskjəlɚ ˈmʌs·kjə·lər
musculature, ˈmʌskjələtʃɚ
muse, mjuːz mjuz
museum, mjuːˈziːəm mjʊˈzi·əm
mush, mʌʃ mʌʃ mʌʃ mʌʃ
musher, ˈmʌʃɚ
mushroom," ˈmʌʃruːm ˈmʌʃruːm ˈmʌʃ·rum, -rʊm"
mushy, ˈmʌʃi ˈmʌʃi
music, ˈmjuːzɪk ˈmjuːzɪk ˈmjuːzɪk ˈmju·zɪk
musical, ˈmjuːzɪkəl ˈmjuːzɪkəl ˈmju·zɪ·kəl
musicality, mjuːzɪˈkælət̬i
musically, ˈmjuːzɪkəli ˈmjuːzɪkəli
musician, mjuːˈzɪʃən mjʊˈzɪʃ·ən
musicianship, mjuːˈzɪʃənʃɪp
musicologist, ˌmjuːzɪˈkɑːlədʒɪst
musings, ˈmjuːzɪŋz
musk, mʌsk mʌsk
musket, ˈmʌskɪt ˈmʌs·kɪt
musketeer, ˌmʌskəˈtɪr ˌmʌskəˈtɪr
musky, ˈmʌski
muslin, ˈmʌzlɪn ˈmʌzlɪn ˈmʌzlɪn ˈmʌz·lɪn
mussel, ˈmʌsəl ˈmʌs·əl
must," strong mʌst strong mʌst strong mʌst strong mʌst strong mʌst mʌst, məst mʌst, məst mʌst, məst mʌst, məst"
mustache," ˈmʌstæʃ ˈmʌs·tæʃ, məˈstæʃ"
mustachio, məˈstæʃioʊ
mustachioed, məˈstæʃioʊd
mustang, ˈmʌstæŋ
mustard, ˈmʌstɚd ˈmʌstɚd ˈmʌstɚd ˈmʌs·tərd
muster, ˈmʌstɚ ˈmʌstɚ ˈmʌs·tər ˈmʌs·tər
musty, ˈmʌsti ˈmʌs·ti
mutable, ˈmjuːt̬əbəl
mutant, ˈmjuːtənt ˈmjuːtənt ˈmju·t̬ənt
mutate, mjuːˈteɪt mjuːˈteɪt ˈmju·teɪt
mutation, mjuːˈteɪʃən mjuːˈteɪʃən mjuˈteɪ·ʃən
mute, mjuːt mjuːt mjut
muted, ˈmjuːt̬ɪd ˈmjuːt̬ɪd ˈmjuːt̬ɪd ˈmju·t̬ɪd ˈmju·t̬ɪd
mutilate, ˈmjuːt̬əleɪt ˈmjuːt̬əleɪt ˈmju·təlˌeɪt
mutilation, ˌmjuːt̬əlˈeɪʃən ˌmjuːt̬əlˈeɪʃən
mutineer, ˌmjuːtənˈɪr
mutinous, ˈmjuːtənəs ˈmjuːtənəs
mutiny, ˈmjuːtəni ˈmju·tən·i
mutt, mʌt mʌt mʌt
mutter, ˈmʌt̬ɚ ˈmʌt̬·ər
muttering, ˈmʌt̬ɚɪŋ ˈmʌt̬ɚɪŋ
mutterings, ˈmʌt̬ɚrɪŋz
mutton, ˈmʌt̬ən ˈmʌt̬ən ˈmʌt·ən
mutual, ˈmjuːtʃuəl ˈmju·tʃu·əl ˈmju·tʃu·əl
mutuality, ˌmjuːtʃuˈælət̬i ˌmjuːtʃuˈælət̬i
mutually, ˈmjuːtʃuəli ˈmju·tʃu·ə·li
muzzle, ˈmʌzəl ˈmʌzəl ˈmʌzəl ˈmʌz·əl ˈmʌz·əl
muzzy, ˈmʌzi
my, maɪ maɪ maɪ mɑɪ
myelin, ˈmaɪəlɪn
myocardial, ˌmaɪoʊˈkɑːrdiəl
myocardium, ˌmaɪəˈkɑːrdiəm
myopia, maɪˈoʊpiə maɪˈoʊpiə
myopic," maɪˈɑːpɪk maɪˈɑːpɪk mɑɪˈɑp·ɪk, -ˈoʊ·pɪk"
myriad, ˈmɪriəd ˈmɪr·i·əd
myrmidon, ˈmɜ˞mədɑːn
myrrh, mɝː
myrtle, ˈmɝːt̬əl
myself, maɪˈself maɪˈself maɪˈself mɑɪˈself mɑɪˈself mɑɪˈself
mysterious, mɪˈstɪriəs
mysteriously, mɪˈstɪriəsli
mystery, ˈmɪstɚi ˈmɪstɚi ˈmɪs·tə·ri ˈmɪs·tə·ri
mystic, ˈmɪstɪk ˈmɪs·tɪk
mystical, ˈmɪstɪkəl ˈmɪstɪkəl
mysticism, ˈmɪstəsɪzəm ˈmɪs·təˌsɪz·əm
mystify, ˈmɪstəfaɪ ˈmɪs·təˌfɑɪ
mystifying, ˈmɪstəfaɪɪŋ
mystique, mɪˈstiːk mɪsˈtik
myth, mɪθ mɪθ mɪθ mɪθ
mythic, ˈmɪθɪk ˈmɪθɪk
mythical, ˈmɪθɪkəl ˈmɪθɪkəl ˈmɪθ·ɪ·kəl
mythological, ˌmɪθəˈlɑːdʒɪkəl
mythology, mɪˈθɑːlədʒi mɪˈθɑːlədʒi mɪˈθɑl·ə·dʒi
n, en en en
nab, næb næb
nabob, ˈneɪbɑːb
nacho, ˈnɑːtʃoʊ
nachos, ˈnɑːtʃoʊz
nadir, ˈneɪdɚ ˈneɪdɚ ˈneɪdɚ
naff, næf
nag, næɡ næɡ
nagging, ˈnæɡɪŋ ˈnæɡɪŋ ˈnæɡ·ɪŋ
nah," næː næ, nɑ"
nail, neɪl neɪl neɪl neɪl
naive, naɪˈiːv nɑˈiv
naively, naɪˈiːvli
naked, ˈneɪkɪd ˈneɪkɪd ˈneɪkɪd ˈneɪ·kɪd
name, neɪm neɪm neɪm neɪm neɪm neɪm
nameless, ˈneɪmləs ˈneɪm·ləs
namely, ˈneɪmli ˈneɪm·li
nameplate, ˈneɪmpleɪt
namesake, ˈneɪmseɪk ˈneɪmˌseɪk
nan, næn nɑːn
nana, ˈnænə
nancy, ˈnænsi
nanny, ˈnæni ˈnæni ˈnæn·i
nanosecond, ˈnænoʊˌsekənd
nanotechnology, ˌnænoʊtekˈnɑːlədʒi ˈnæn·oʊ·tekˌnɑl·ə·dʒi
nap, næp næp næp
napalm, ˈneɪpɑːm
napkin, ˈnæpkɪn ˈnæp·kɪn
napoleon, nəˈpoʊliən
narcissism, ˈnɑːrsəsɪzəm
narcissist, ˈnɑːrsəsɪst
narcissistic, ˌnɑːrsəˈsɪstɪk
narcissus, nɑːrˈsɪsəs
narcolepsy, ˈnɑːrkəlepsi
narcotic, nɑːrˈkɑːt̬ɪk nɑːrˈkɑːt̬ɪk nɑrˈkɑt̬·ɪk
narrate," nəˈreɪt ˈnær·eɪt, næˈreɪt"
narration, nerˈeɪʃən nerˈeɪʃən næˈreɪ·ʃən næˈreɪʃən
narrative, ˈnerət̬ɪv ˈnerət̬ɪv ˈnær·ə·t̬ɪv
narrator, ˈnereɪt̬ɚ ˈnær·eɪ·t̬ər
narrow, ˈneroʊ ˈneroʊ ˈneroʊ ˈnær·oʊ ˈnær·oʊ ˈnær·oʊ ˈnær·oʊ
narrowly, ˈneroʊli ˈneroʊli ˈneroʊli ˈnær·ə·li
narrowness, ˈneroʊnəs ˈneroʊnəs ˈneroʊnəs
narrows, ˈneroʊz ˈneroʊz
nasal, ˈneɪzəl ˈneɪzəl ˈneɪ·zəl ˈneɪ·zəl
nasally, ˈneɪzəli ˈneɪzəli
nascent, ˈneɪsənt ˈneɪ·sənt
nasopharynx, ˌneɪzoʊˈferɪŋks
nastiness, ˈnæstinəs ˈnæstinəs ˈnæstinəs
nasty, ˈnæsti ˈnæsti ˈnæsti ˈnæsti ˈnæs·ti
natal, ˈneɪt̬əl ˈneɪt̬əl
nation, ˈneɪʃən ˈneɪʃən ˈneɪ·ʃən ˈneɪ·ʃən
national, ˈnæʃənəl ˈnæʃ·ə·nəl
nationalism, ˈnæʃənəlɪzəm ˈnæʃənəlɪzəm ˈnæʃ·ə·nəlˌɪz·əm ˈnæʃ·ə·nəlˌɪz·əm
nationalist, ˈnæʃənəlɪst ˈnæʃənəlɪst ˈnæʃ·ə·nəl·ɪst
nationalistic, ˌnæʃənəlˈɪstɪk ˌnæʃ·ə·nəlˈɪs·tɪk
nationality, ˌnæʃənˈælət̬i ˌnæʃənˈælət̬i ˌnæʃ·əˈnæl·ɪ·t̬i
nationalization, ˌnæʃənələˈzeɪʃən ˌnæʃənələˈzeɪʃən
nationally, ˈnæʃənəli
nationwide, ˌneɪʃənˈwaɪd ˈneɪ·ʃənˈwɑɪd ˈneɪʃənˌwaɪd
native, ˈneɪt̬ɪv ˈneɪt̬ɪv ˈneɪt̬ɪv ˈneɪt̬ɪv ˈneɪ·t̬ɪv ˈneɪ·t̬ɪv
nativist, ˈneɪt̬ɪvɪst
nativity, nəˈtɪvət̬i nəˈtɪvət̬i
natter, ˈnæt̬ɚ
nattily, ˈnæt̬əli
natty, ˈnæt̬i
natural, ˈnætʃɚəl ˈnætʃɚəl ˈnætʃɚəl ˈnætʃɚəl ˈnætʃɚəl ˈnætʃɚəl ˈnætʃ·ər·əl ˈnætʃ·ər·əl ˈnætʃ·ər·əl ˈnætʃ·ər·əl ˈnætʃ·ər·əl
naturalist, ˈnætʃɚəlɪst ˈnætʃɚəlɪst ˈnætʃ·ər·ə·lɪst
naturalistic, ˌnætʃɚrəˈlɪst̬ɪk ˌnætʃɚrəˈlɪst̬ɪk
naturalization, ˌnætʃɚrələˈzeɪʃən ˌnætʃərələˈzeɪʃən
naturally, ˈnætʃɚəli ˈnætʃɚəli ˈnætʃɚəli ˈnætʃɚəli ˈnætʃ·ər·ə·li ˈnætʃ·ər·ə·li ˈnætʃ·ər·ə·li
nature, ˈneɪtʃɚ ˈneɪtʃɚ ˈneɪtʃɚ ˈneɪ·tʃər ˈneɪ·tʃər ˈneɪ·tʃər ˈneɪ·tʃər
naught," nɑːt nɑːt nɔt, nɑt"
naughty," ˈnɑːt̬i ˈnɑːt̬i ˈnɑːt̬i ˈnɔ·t̬i, ˈnɑt̬·i"
nausea," ˈnɑːʒə ˈnɔ·zi·ə, ˈnɔ·ʒə, ˈnɔ·ʃə"
nauseate, ˈnɑːzieɪt
nauseated, ˈnɔ·ziˌeɪ·t̬ɪd
nauseating, ˈnɑːzieɪt̬ɪŋ ˈnɑːzieɪt̬ɪŋ ˈnɔ·ziˌeɪ·t̬ɪŋ
nauseous," ˈnɑːʃəs ˈnɑːʃəs ˈnɔ·ʃəs, ˈnɔ·zi·əs"
nautical," ˈnɑːt̬ikəl ˈnɔ·t̬ɪ·kəl, ˈnɑt̬·ɪ-"
naval, ˈneɪvəl ˈneɪ·vəl
nave, neɪv
navel, ˈneɪvəl ˈneɪ·vəl
navigable, ˈnævəɡəbəl ˈnævəɡəbəl ˈnæv·ɪ·ɡə·bəl
navigate, ˈnævəɡeɪt ˈnævəɡeɪt ˈnæv·ɪˌɡeɪt
navigation, ˌnævəˈɡeɪʃən ˌnævəˈɡeɪʃən
navigational, ˌnævəˈɡeɪʃənəl ˌnævəˈɡeɪʃənəl
