Word,IPA Pronunciation,Cambridge Pronunciation Number
crispy,kɹɪspi,1
crisscross,kɹɪskɹɔs,1
criterion,kɹaɪtɪɹiən,1
critic,kɹɪtɪk,1
critical,kɹɪtɪkəl,1
critically,kɹɪtɪkəli,1
criticism,kɹɪtɪsɪzəm,1
criticize,kɹɪtɪsaɪz,1
critique,kɹətik,2
critter,kɹɪtɚ,1
croak,kɹoʊk,1
crochet,kɹoʊʃeɪ,1
crocheted,kɹoʊʃeɪd,1
crock,kɹɑk,1
crockery,kɹɑkɚi,1
crocodile,kɹɑkədaɪl,1
crocus,kɹoʊkəs,1
croft,,0
croissant,,0
crone,kɹoʊn,1
crony,kɹoʊni,1
cronyism,,0
crook,kɹʊk,1
crooked,,0
crookedness,,0
croon,kɹun,1
crooner,kɹunɚ,1
crop,kɹɑp,1
croquet,kɹoʊkeɪ,1
cross,,0
crossbones,,0
crossbow,,0
crosse,kɹɑs,1
crossed,,0
crossfire,,0
crossing,kɹɔsɪŋ,3
crossover,,0
crossroad,,0
crossroads,kɹɔsɹoʊdz,2
crosswalk,kɹɑswɑk,1
crosswise,,0
crossword,,0
crotch,kɹɑtʃ,1
crotchety,kɹɑtʃəti,1
crouch,kɹaʊtʃ,1
croup,kɹup,1
crow,kɹoʊ,1
crowbar,kɹoʊbɑɹ,1
crowd,kɹaʊd,1
crowded,,0
crown,kɹaʊn,1
crowning,kɹaʊnɪŋ,1
crozier,,0
crucial,kɹuʃəl,1
crucially,kɹuʃəli,1
crucible,kɹusəbəl,1
crucifix,kɹusəfɪks,1
crucifixion,,0
crucify,kɹusəfaɪ,1
crud,kɹʌd,1
cruddy,kɹʌdi,1
crude,kɹud,1
crudely,kɹudli,1
cruel,kɹuəl,1
cruelly,,0
cruelty,,0
cruise,kɹuz,1
cruiser,kɹuzɚ,1
cruising,kɹuzɪŋ,1
crumb,kɹʌm,1
crumble,kɹʌmbəl,1
crumbs,kɹʌmz,1
crummy,kɹʌmi,1
crump,kɹʌmp,1
crumple,kɹʌmpəl,1
crumpled,kɹʌmpəld,1
crunch,kɹʌntʃ,1
crunchy,kɹʌntʃi,1
crunk,,0
crusade,kɹuseɪd,1
crusader,kɹuseɪdɚ,1
crush,kɹʌʃ,1
crushing,kɹʌʃɪŋ,1
crust,kɹʌst,1
crustacean,,0
crusted,kɹʌstɪd,1
crusty,kɹʌsti,1
crutch,kɹʌtʃ,1
crux,kɹʌks,1
cry,kɹaɪ,1
crybaby,,0
crying,kɹaɪɪŋ,1
cryogenic,kɹaɪədʒɛnɪk,1
cryogenics,kɹaɪədʒɛnɪks,1
crypt,kɹɪpt,1
cryptic,kɹɪptɪk,1
crypto,kɹɪptoʊ,1
crystal,kɹɪstəl,1
crystalline,,0
crystallize,kɹɪstəlaɪz,1
crystallized,kɹɪstəlaɪzd,1
cub,kʌb,1
cubbyhole,kʌbihoʊl,1
cube,kjub,1
cubic,kjubɪk,1
cubicle,kjubɪkəl,1
cubism,kjubɪzəm,1
cubist,kjubɪst,1
cuckoo,,0
cucumber,,0
cuddle,kʌdəl,1
cuddly,,0
cudgel,kʌdʒəl,1
cue,kju,1
cuesta,kwɛstə,1
cuff,kʌf,1
cuffs,kʌfs,1
cuisine,kwɪzin,1
culinary,,0
cull,kʌl,1
culminate,,0
culmination,,0
culpability,,0
culpable,kʌlpəbəl,1
culprit,kʌlpɹɪt,1
cult,kʌlt,1
cultivate,kʌltəveɪt,1
cultivated,kʌltəveɪtɪd,1
cultivation,,0
cultural,kʌltʃɚəl,1
culturally,kʌltʃɚəli,1
culture,kʌltʃɚ,1
cultured,kʌltʃɚd,1
culvert,kʌlvɚt,1
cumbersome,kʌmbɚsəm,1
cumin,,0
cumulative,kjumjələtɪv,1
cuneiform,,0
cunnilingus,,0
cunning,kʌnɪŋ,1
cunt,kʌnt,1
cup,kʌp,1
cupboard,kʌbɚd,1
cupcake,kʌpkeɪk,1
cupid,kjupɪd,1
cupidity,,0
cur,kɝ,1
curable,kjʊɹəbəl,1
curate,kjʊɹət,1
curative,kjʊɹətɪv,1
curator,kjʊɹeɪtɚ,1
curb,kɝb,1
curbside,kɝbsaɪd,1
curd,kɝd,1
cure,kjʊɹ,1
curfew,kɝfju,1
curie,kjʊɹi,1
curio,kjʊɹioʊ,1
curiosity,kjʊɹiɑsəti,1
curious,kjʊɹiəs,1
curiously,kjʊɹiəsli,1
curl,kɝl,1
curler,kɝlɚ,1
curling,kɝlɪŋ,1
curly,kɝli,1
curmudgeon,,0
currency,kɝənsi,1
current,kɝənt,1
currently,kɝəntli,1
curricular,,0
curriculum,,0
curried,kɝid,1
curry,kʌɹi,3
curse,kɝs,1
cursed,kɝst,1
cursor,kɝsɚ,1
cursory,kɝsɚi,1
curt,kɝt,1
curtail,kɚteɪl,1
curtailment,kɚteɪlmənt,1
curtain,kɝtən,1
curtsy,kɝtsi,1
curvature,kɝvətʃɚ,1
curve,kɝv,1
curved,kɝvd,1
curvy,kɝvi,1
cushion,kʊʃən,1
cushy,kʊʃi,1
cusp,kʌsp,1
cuss,kʌs,1
cussed,,0
custard,kʌstɚd,1
custodial,,0
custodian,,0
custody,kʌstədi,1
custom,kʌstəm,1
customarily,,0
customary,kʌstəmɛɹi,1
customer,kʌstəmɚ,1
customize,kʌstəmaɪz,1
customized,kʌstəmaɪzd,1
customs,kʌstəmz,1
cut,kʌt,1
cutaneous,kjuteɪniəs,1
cutaway,kʌtəweɪ,1
cutback,kʌtbæk,1
cute,kjut,1
cuteness,kjutnəs,1
cutesy,kjutsi,1
cuticle,,0
cutlass,kʌtləs,1
cutlery,kʌtlɚi,1
cutoff,kʌtɔf,3
cutoffs,kʌtɔfs,1
cutout,kʌtaʊt,1
cutter,kʌtɚ,1
cutthroat,kʌtθɹoʊt,1
cutting,kʌtɪŋ,1
cuttlefish,kʌtəlfɪʃ,1
cyan,,0
cyanide,saɪənaɪd,1
cybersex,saɪbɚsɛks,1
cyberspace,saɪbɚspeɪs,1
cyborg,saɪbɔɹɡ,1
cycle,saɪkəl,1
cyclic,,0
cyclical,,0
cycling,,0
cyclist,,0
cyclone,,0
cylinder,,0
cylindrical,,0
cymbal,sɪmbəl,1
cynic,sɪnɪk,1
cynical,sɪnɪkəl,1
cynically,sɪnɪkəli,1
cynicism,,0
cypher,saɪfɚ,1
cypress,saɪpɹəs,1
cyst,sɪst,1
cytomegalovirus,,0
cytoplasm,saɪtəplæzəm,1
czar,zɑɹ,1
czarist,zɑɹɪst,1
dab,dæb,1
dabbing,dæbɪŋ,1
dabble,dæbəl,1
dachshund,dɑkshʊnd,1
dactyl,dæktɪl,1
dad,dæd,1
daddy,dædi,1
dado,deɪdoʊ,1
daemon,dimən,1
daffodil,dæfədɪl,1
daffy,dæfi,1
daft,dæft,1
dag,dæɡ,1
dagger,dæɡɚ,1
dahlia,,0
daily,deɪli,1
dainty,deɪnti,1
daiquiri,dækɚi,1
dairy,dɛɹi,1
dais,,0
daisy,deɪzi,1
dal,,0
dale,deɪl,1
dalliance,dæliəns,1
dally,dæli,1
dam,dæm,1
damage,,0
damaged,,0
damages,,0
damaging,dæmɪdʒɪŋ,1
damask,dæməsk,1
dame,deɪm,1
dammit,dæmɪt,1
damn,dæm,1
damnation,dæmneɪʃən,1
damned,dæmd,1
damning,dæmɪŋ,1
damp,dæmp,1
dampen,dæmpən,1
damper,dæmpɚ,1
dampness,,0
damsel,dæmzəl,1
damson,,0
dan,dæn,1
dance,dæns,1
dancer,dænsɚ,1
dancing,dænsɪŋ,1
dandelion,dændəlaɪən,1
dandruff,dændɹəf,1
dandy,dændi,1
dang,dæŋ,1
danger,deɪndʒɚ,1
dangerous,deɪndʒɚəs,1
dangerously,deɪndʒɚəsli,1
dangle,dæŋɡəl,1
dank,dæŋk,1
dapper,dæpɚ,1
dare,dɛɹ,1
daredevil,dɛɹdɛvəl,1
daring,dɛɹɪŋ,1
dark,dɑɹk,1
darken,dɑɹkən,1
darkened,dɑɹkənd,1
darkie,dɑɹki,1
darkly,dɑɹkli,1
darkness,dɑɹknəs,1
darkroom,dɑɹkɹum,1
darling,dɑɹlɪŋ,1
darn,dɑɹn,1
dart,dɑɹt,1
dartboard,dɑɹtbɔɹd,1
darts,dɑɹts,1
dash,dæʃ,1
dashboard,dæʃbɔɹd,1
dashed,dæʃt,1
dashiki,dəʃiki,1
dashing,dæʃɪŋ,1
dastardly,dæstɚdli,1
data,deɪtə,1
database,deɪtəbeɪs,1
date,deɪt,1
dated,deɪtɪd,1
dateline,deɪtlaɪn,1
datura,,0
daub,dɔb,2
daube,,0
daughter,,0
daunt,dɔnt,2
daunting,,0
dawdle,dɔdəl,2
dawn,dɔn,2
dawning,,0
day,deɪ,1
daybreak,deɪbɹeɪk,1
daydream,deɪdɹim,1
daydreaming,deɪdɹimɪŋ,1
daylight,deɪlaɪt,1
daytime,deɪtaɪm,1
dazed,deɪzd,1
dazzle,dæzəl,1
dazzling,dæzəlɪŋ,1
deacon,dikən,1
deaconess,dikənəs,1
deactivate,diæktɪveɪt,1
dead,dɛd,1
deadbeat,dɛdbit,1
deadbolt,dɛdboʊlt,1
deaden,dɛdən,1
deadening,dɛdənɪŋ,1
deadhead,dɛdhɛd,1
deadline,dɛdlaɪn,1
deadlock,dɛdlɑk,1
deadlocked,dɛdlɑkt,1
deadly,dɛdli,1
deadpan,dɛdpæn,1
deaf,dɛf,1
deafen,dɛfən,1
deafening,dɛfənɪŋ,1
deafness,dɛfnəs,1
deal,dil,1
dealer,dilɚ,1
dealership,dilɚʃɪp,1
dealing,dilɪŋ,1
dealings,dilɪŋz,1
dealt,dɛlt,1
dean,din,1
dear,dɪɹ,1
dearest,,0
dearly,dɪɹli,1
dearth,dɝθ,1
death,dɛθ,1
deathbed,dɛθbɛd,1
deathly,dɛθli,1
deb,dɛb,1
debacle,,0
debase,,0
debased,,0
debasement,,0
debatable,,0
debate,,0
debater,,0
debauchery,,0
debenture,,0
debilitating,,0
debit,dɛbɪt,1
debonair,dɛbənɛɹ,1
debrief,,0
debris,dəbɹi,1
debt,dɛt,1
debtor,dɛtɚ,1
debug,dibʌɡ,1
debunk,,0
debut,deɪbju,1
debutante,,0
decade,dɛkeɪd,1
decadence,dɛkədəns,1
decadent,dɛkədənt,1
decaf,dikæf,1
decaffeinated,,0
decamp,,0
decapitate,,0
decapitation,,0
decathlete,,0
decathlon,,0
decay,dɪkeɪ,1
decease,dɪsis,1
deceased,dɪsist,1
decedent,,0
deceit,dɪsit,1
deceitful,dɪsitfəl,1
deceive,dɪsiv,1
decelerate,,0
deceleration,,0
decency,disənsi,1
decent,disənt,1
decently,disəntli,1
decentralization,,0
deception,dɪsɛpʃən,1
deceptive,dɪsɛptɪv,1
deceptively,dɪsɛptɪvli,1
decibel,dɛsəbɛl,2
decide,dɪsaɪd,1
decided,dɪsaɪdɪd,1
decidedly,,0
decider,,0
deciding,dɪsaɪdɪŋ,1
deciduous,dɪsɪdʒuəs,1
deciliter,dɛsəlitɚ,1
decimal,dɛsəməl,1
decimate,dɛsəmeɪt,1
decimation,dɛsəmeɪʃən,1
decipher,dɪsaɪfɚ,1
decision,dɪsɪʒən,1
decisive,dɪsaɪsɪv,1
decisively,dɪsaɪsɪvli,1
decisiveness,dɪsaɪsɪvnəs,1
deck,dɛk,1
decking,dɛkɪŋ,1
declaim,dɪkleɪm,1
declaration,,0
declare,dɪklɛɹ,1
declared,dɪklɛɹd,1
declassified,,0
decline,dɪklaɪn,1
decode,,0
decoder,,0
decommission,dikəmɪʃən,1
decompose,dikəmpoʊz,1
decomposition,,0
decompression,dikəmpɹɛʃən,1
decongestant,,0
deconstruct,dikənstɹʌkt,1
deconstruction,dikənstɹʌkʃən,1
decontaminate,dikəntæməneɪt,1
decontamination,dikəntæməneɪʃən,1
decontrol,dikəntɹoʊl,1
decor,,0
decorate,,0
decoration,,0
decorative,,0
decorator,,0
decorous,,0
decorum,dɪkɔɹəm,1
decoy,,0
decrease,dɪkɹis,1
decreasing,dɪkɹisɪŋ,1
decree,dɪkɹi,1
decrepit,,0
dedicate,dɛdəkeɪt,1
dedicated,,0
dedication,dɛdəkeɪʃən,1
deduce,dɪdus,1
deduct,dɪdʌkt,1
deductible,dɪdʌktəbəl,1
deduction,dɪdʌkʃən,1
deductive,,0
deed,did,1
deem,dim,1
deep,dip,1
deepen,dipən,1
deepening,dipənɪŋ,1
deeply,dipli,1
deer,dɪɹ,1
deface,dɪfeɪs,1
defamation,dɛfəmeɪʃən,1
defamatory,dɪfæmətɔɹi,1
defame,dɪfeɪm,1
default,dɪfɔlt,3
defeat,dɪfit,1
defeatism,dɪfitɪzəm,1
defeatist,dɪfitɪst,1
defect,difɛkt,1
defection,dɪfɛkʃən,1
defective,dɪfɛktɪv,1
defector,dɪfɛktɚ,1
defence,dɪfɛns,1
defend,dɪfɛnd,1
defendant,dɪfɛndənt,1
defender,dɪfɛndɚ,1
defenestration,,0
defense,dɪfɛns,1
defenseless,dɪfɛnsləs,1
defensible,dɪfɛnsəbəl,1
defensive,dɪfɛnsɪv,1
defensively,dɪfɛnsɪvli,1
defensiveness,dɪfɛnsɪvnəs,1
defer,dɪfɝ,1
deference,dɛfɚəns,1
deferential,,0
deferment,dɪfɝmənt,1
defiance,dɪfaɪəns,1
defiant,dɪfaɪənt,1
defiantly,dɪfaɪəntli,1
defibrillator,,0
deficiency,dɪfɪʃənsi,1
deficient,dɪfɪʃənt,1
deficit,dɛfəsət,4
defied,,0
define,dɪfaɪn,1
defining,dɪfaɪnɪŋ,1
definite,dɛfənət,1
definitely,dɛfənətli,1
definition,dɛfənɪʃən,4
definitive,,0
definitively,,0
deflate,dɪfleɪt,1
deflated,dɪfleɪtɪd,1
deflation,dɪfleɪʃən,1
deflect,dɪflɛkt,1
deflection,dɪflɛkʃən,1
defoliant,,0
deforest,,0
deforestation,,0
deform,,0
deformation,difɔɹmeɪʃən,1
deformed,dɪfɔɹmd,1
deformity,dɪfɔɹməti,1
defraud,dɪfɹɔd,2
defray,dɪfɹeɪ,1
defrost,dɪfɹɔst,2
deft,dɛft,1
deftly,dɛftli,1
defunct,dɪfʌŋkt,1
defuse,dɪfjuz,3
defy,dɪfaɪ,1
degeneracy,,0
degenerate,,0
degeneration,,0
degenerative,,0
degradable,dɪɡɹeɪdəbəl,1
degradation,dɛɡɹədeɪʃən,1
degrade,dɪɡɹeɪd,1
degrading,dɪɡɹeɪdɪŋ,1
degree,dɪɡɹi,1
dehydrate,,0
dehydrated,,0
dehydration,dihaɪdɹeɪʃən,1
deify,,0
deign,deɪn,1
deinstitutionalization,diɪnstɪtuʃənələzeɪʃən,1
deity,diəti,1
dejected,dɪdʒɛktɪd,1
delay,dɪleɪ,1
delayed,dɪleɪd,1
delectable,dɪlɛktəbəl,1
delegate,,0
delegation,dɛləɡeɪʃən,1
delete,dɪlit,1
deleterious,,0
deletion,dɪliʃən,1
deli,dɛli,1
deliberate,dɪlɪbɚət,1
deliberately,dɪlɪbɚətli,1
deliberation,,0
delicacy,dɛləkəsi,1
delicate,dɛləkət,1
delicately,dɛləkətli,1
delicatessen,dɛlɪkətɛsən,3
delicious,dɪlɪʃəs,1
deliciously,,0
delight,dɪlaɪt,1
delighted,,0
delightful,dɪlaɪtfəl,1
delightfully,dɪlaɪtfəli,1
delineate,dɪlɪnieɪt,1
delineation,dɪlɪnieɪʃən,1
delinquency,dɪlɪŋkwənsi,1
delinquent,dɪlɪŋkwənt,1
delirious,dɪlɪɹiəs,1
delirium,dɪlɪɹiəm,1
deliver,dɪlɪvɚ,1
deliverable,dɪlɪvɚəbəl,1
deliverance,,0
deliverer,dɪlɪvɚɚ,1
delivery,dɪlɪvɚi,1
dell,dɛl,1
delouse,,0
delta,dɛltə,1
delude,dɪlud,1
deluded,dɪludɪd,1
deluge,dɛljudʒ,1
delusion,dɪluʒən,1
delusional,dɪluʒənəl,1
deluxe,,0
delve,dɛlv,1
demagogue,dɛməɡɑɡ,1
demagoguery,dɛməɡɑɡɚi,1
demand,dɪmænd,1
demanding,dɪmændɪŋ,1
demarcation,dimɑɹkeɪʃən,1
demean,dɪmin,1
demeaning,dɪminɪŋ,1
demeanor,,0
demented,dɪmɛntɪd,1
dementia,,0
demerit,,0
demise,dɪmaɪz,1
demo,dɛmoʊ,1
demobilization,,0
democracy,dɪmɑkɹəsi,1
democrat,dɛməkɹæt,1
democratic,dɛməkɹætɪk,1
democratically,,0
democratize,dɪmɑkɹətaɪz,1
demographic,dɛməɡɹæfɪk,1
demographics,dɛməɡɹæfɪks,1
demolish,dɪmɑlɪʃ,1
demolition,dɛməlɪʃən,1
demon,dimən,1
demonic,dɪmɑnɪk,1
demonize,dimənaɪz,1
demonstrable,,0
demonstrably,dɪmɑnstɹəbli,1
demonstrate,dɛmənstɹeɪt,1
demonstration,dɛmənstɹeɪʃən,1
demonstrative,dɪmɑnstɹətɪv,1
demonstrator,dɛmənstɹeɪtɚ,1
demoralization,,0
demoralize,dɪmɔɹəlaɪz,1
demoralized,dɪmɔɹəlaɪzd,1
demoralizing,dɪmɔɹəlaɪzɪŋ,1
demote,dɪmoʊt,1
demotion,dɪmoʊʃən,1
demur,dɪmɝ,1
demure,dɪmjʊɹ,1
demurely,dɪmjʊɹli,1
demystify,dimɪstəfaɪ,1
den,dɛn,1
dengue,,0
deniability,,0
denial,dɪnaɪəl,1
denigrate,dɛnəɡɹeɪt,1
denim,dɛnəm,2
denizen,dɛnəzən,1
denomination,,0
denominational,,0
denominator,dɪnɑməneɪtɚ,1
denote,dɪnoʊt,1
denouement,,0
denounce,dɪnaʊns,1
dense,dɛns,1
densely,dɛnsli,1
density,dɛnsəti,1
dent,dɛnt,1
dental,dɛntəl,1
dentin,,0
dentist,,0
dentistry,dɛntɪstɹi,1
dentition,dɛntɪʃən,1
denture,dɛntʃɚ,1
dentures,,0
deny,dɪnaɪ,1
deodorant,dioʊdɚənt,1
depart,dɪpɑɹt,1
departed,dɪpɑɹtɪd,1
department,dɪpɑɹtmənt,1
departmental,,0
departure,dɪpɑɹtʃɚ,1
depend,dɪpɛnd,1
dependability,,0
dependable,dɪpɛndəbəl,1
dependence,dɪpɛndəns,1
dependency,dɪpɛndənsi,1
dependent,dɪpɛndənt,1
depict,dɪpɪkt,1
depiction,dɪpɪkʃən,1
depilatory,dɪpɪlətɔɹi,1
deplete,dɪplit,1
depleted,dɪplitɪd,1
depletion,dɪpliʃən,1
deplorable,dɪplɔɹəbəl,1
deplore,dɪplɔɹ,1
deploy,dɪplɔɪ,1
deployable,dɪplɔɪəbəl,1
deployment,dɪplɔɪmənt,1
depopulate,dipɑpjəleɪt,1
depopulation,,0
deport,dɪpɔɹt,1
deportation,dipɔɹteɪʃən,1
deportment,,0
depose,dɪpoʊz,1
deposit,,0
deposition,dɛpəzɪʃən,1
depositor,,0
depository,dɪpɑzətɔɹi,1
depot,dipoʊ,1
deprave,,0
depraved,,0
depravity,dɪpɹævəti,1
deprecate,dɛpɹəkeɪt,1
deprecating,dɛpɹəkeɪtɪŋ,1
depreciate,dɪpɹiʃieɪt,1
depreciation,dɪpɹiʃieɪʃən,1
depredation,dɛpɹədeɪʃən,1
depress,dɪpɹɛs,1
depressant,dɪpɹɛsənt,1
depressed,dɪpɹɛst,1
depressing,dɪpɹɛsɪŋ,1
depressingly,dɪpɹɛsɪŋli,1
depression,dɪpɹɛʃən,1
depressive,dɪpɹɛsɪv,1
depressurize,,0
deprivation,dɛpɹəveɪʃən,1
deprive,dɪpɹaɪv,1
deprived,dɪpɹaɪvd,1
depth,dɛpθ,1
deputize,dɛpjətaɪz,1
deputy,dɛpjəti,1
derail,dɪɹeɪl,3
derailment,,0
deranged,dɪɹeɪndʒd,1
derby,dɝbi,1
deregulate,diɹɛɡjəleɪt,1
deregulation,diɹɛɡjəleɪʃən,1
derelict,dɛɹəlɪkt,1
dereliction,dɛɹəlɪkʃən,1
deride,dɪɹaɪd,1
derision,,0
derisive,,0
derivation,dɛɹəveɪʃən,1
derivative,,0
derive,,0
dermal,dɝməl,1
dermatologist,dɝmətɑlədʒɪst,1
dermatology,,0
dermis,,0
derogatory,,0
derrick,dɛɹɪk,1
dervish,dɝvɪʃ,1
descend,dɪsɛnd,1
descendant,dɪsɛndənt,1
descending,dɪsɛndɪŋ,1
descent,dɪsɛnt,1
describe,dɪskɹaɪb,1
description,dɪskɹɪpʃən,1
descriptive,dɪskɹɪptɪv,1
desecrate,,0
desecration,dɛsəkɹeɪʃən,1
desegregate,,0
desegregation,,0
desensitize,,0
desert,dɛzɚt,1
deserted,dɪzɝtɪd,1
deserter,,0
desertion,dɪzɝʃən,1
deserve,dɪzɝv,1
deserved,dɪzɝvd,1
deservedly,,0
deserving,dɪzɝvɪŋ,1
desi,,0
desiccate,,0
desiccated,,0
desiccation,dɛsəkeɪʃən,1
design,dɪzaɪn,1
designate,,0
designation,,0
designer,dɪzaɪnɚ,1
designing,dɪzaɪnɪŋ,1
desirability,,0
desirable,dɪzaɪɹəbəl,1
desire,,0
desired,,0
desirous,,0
desist,dɪsɪst,1
desk,dɛsk,1
desktop,dɛsktɑp,1
desolate,dɛsələt,1
desolation,dɛsəleɪʃən,1
despair,dɪspɛɹ,1
despairing,dɪspɛɹɪŋ,1
desperado,,0
desperate,,0
desperately,dɛspɚətli,1
desperation,,0
despicable,dɪspɪkəbəl,1
despise,dɪspaɪz,1
despite,dɪspaɪt,1
despondency,dɪspɑndənsi,1
despondent,dɪspɑndənt,1
despot,dɛspət,1
despotism,dɛspətɪzəm,1
dessert,dɪzɝt,1
destabilization,disteɪbələzeɪʃən,1
destabilize,,0
destabilizing,,0
destination,dɛstəneɪʃən,1
destined,dɛstɪnd,1
destiny,dɛstəni,3
destitute,dɛstətut,1
destitution,dɛstətuʃən,1
destroy,dɪstɹɔɪ,1
destroyer,dɪstɹɔɪɚ,1
destruction,dɪstɹʌkʃən,1
destructive,dɪstɹʌktɪv,1
desultory,dɛsəltɔɹi,1
detach,dɪtætʃ,1
detachable,dɪtætʃəbəl,1
detached,dɪtætʃt,1
detachment,dɪtætʃmənt,1
detail,dɪteɪl,1
detailed,,0
detain,dɪteɪn,1
detainee,diteɪni,1
detect,dɪtɛkt,1
detectable,dɪtɛktəbəl,1
detection,dɪtɛkʃən,1
detective,dɪtɛktɪv,1
detector,dɪtɛktɚ,1
detention,dɪtɛnʃən,1
deter,dɪtɝ,1
detergent,dɪtɝdʒənt,1
deteriorate,,0
deterioration,,0
determinate,,0
determination,,0
determinative,dɪtɝmɪnətɪv,1
determine,,0
determined,,0
determinedly,,0
determinism,dɪtɝmənɪzəm,1
determinist,,0
deterministic,dɪtɝmənɪstɪk,1
deterrence,,0
deterrent,,0
detest,dɪtɛst,1
dethrone,,0
detonate,dɛtəneɪt,1
detonation,dɛtəneɪʃən,1
detonator,dɛtəneɪtɚ,1
detour,,0
detox,ditɑks,1
detoxification,,0
detoxify,,0
detriment,dɛtɹəmənt,1
detrimental,dɛtɹəmɛntəl,1
detritus,dɪtɹaɪtəs,1
deuce,dus,1
deuterium,,0
devaluation,,0
devalue,,0
devastate,dɛvəsteɪt,1
devastated,,0
devastating,dɛvəsteɪtɪŋ,1
devastatingly,dɛvəsteɪtɪŋli,1
devastation,dɛvəsteɪʃən,1
develop,dɪvɛləp,1
developed,dɪvɛləpt,1
developer,dɪvɛləpɚ,1
developing,dɪvɛləpɪŋ,1
development,dɪvɛləpmənt,1
developmental,dɪvɛləpmɛntəl,1
deviance,diviəns,1
deviancy,,0
deviant,diviənt,1
deviate,divieɪt,1
deviation,divieɪʃən,1
device,dɪvaɪs,1
devil,dɛvəl,1
devilish,,0
devilishly,dɛvəlɪʃli,1
devious,diviəs,1
devise,dɪvaɪz,1
devolution,,0
devolve,dɪvɑlv,1
devoted,,0
devotee,dɛvəti,1
devotion,dɪvoʊʃən,1
devotional,dɪvoʊʃənəl,1
devour,dɪvaʊɚ,1
devouring,dɪvaʊɚɪŋ,1
devout,dɪvaʊt,1
devoutly,dɪvaʊtli,1
dew,du,1
dewberry,dubɛɹi,1
dewy,dui,1
dex,dɛks,1
dexterity,dɛkstɛɹəti,1
dextrose,dɛkstɹoʊs,1
diabetes,daɪəbitiz,1
diabetic,daɪəbɛtɪk,1
diabolical,daɪəbɑlɪkəl,1
diadem,daɪədɛm,1
diagnose,daɪəɡnoʊs,1
diagnosis,,0
diagnostic,daɪəɡnɑstɪk,1
diagonal,daɪæɡənəl,1
diagonally,daɪæɡənəli,1
diagram,daɪəɡɹæm,1
dial,daɪəl,1
dialect,daɪəlɛkt,1
dialectic,daɪəlɛktɪk,1
dialectical,daɪəlɛktɪkəl,1
dialogue,,0
dialysis,,0
diameter,daɪæmətɚ,1
diametrically,daɪəmɛtɹɪkəli,1
diamond,,0
diaper,daɪpɚ,1
diaphanous,,0
diaphragm,daɪəfɹæm,1
diarrhea,,0
diarrhoea,,0
diary,,0
diaspora,daɪæspɚə,1
diastolic,daɪəstɑlɪk,1
diatonic,daɪətɑnɪk,1
diatribe,daɪətɹaɪb,1
dibble,dɪbəl,1
dice,daɪs,1
dicey,daɪsi,1
dichotomy,daɪkɑtəmi,1
dick,dɪk,1
dicker,dɪkɚ,1
dickey,dɪki,1
dickhead,dɪkhɛd,1
dicky,dɪki,1
dictate,dɪkteɪt,1
dictation,dɪkteɪʃən,1
dictator,dɪkteɪtɚ,1
dictatorial,dɪktətɔɹiəl,1
dictatorship,dɪkteɪtɚʃɪp,1
diction,dɪkʃən,1
dictionary,dɪkʃənɛɹi,1
dictum,dɪktəm,1
did,dɪd,1
didactic,daɪdæktɪk,1
die,daɪ,1
diehard,daɪhɑɹd,1
diesel,,0
diet,daɪət,1
dietary,daɪətɛɹi,1
dieter,,0
dietitian,daɪətɪʃən,1
diff,dɪf,1
differ,dɪfɚ,1
difference,dɪfɚəns,1
different,dɪfɚənt,1
differential,,0
differentiate,,0
differentiated,,0
differentiation,,0
differently,,0
difficult,dɪfəkəlt,1
difficulty,dɪfəkəlti,1
diffraction,dɪfɹækʃən,1
diffuse,,0
diffusion,dɪfjuʒən,1
dig,dɪɡ,1
digest,daɪdʒɛst,1
digestible,daɪdʒɛstəbəl,1
digestion,daɪdʒɛstʃən,1
digestive,daɪdʒɛstɪv,1
digger,dɪɡɚ,1
digit,,0
digital,dɪdʒətəl,1
digitalis,,0
digitally,dɪdʒətəli,1
digitize,dɪdʒətaɪz,1
dignified,dɪɡnəfaɪd,1
dignify,dɪɡnəfaɪ,1
dignitary,dɪɡnətɛɹi,1
dignity,,0
digress,daɪɡɹɛs,1
digression,daɪɡɹɛʃən,1
dike,daɪk,1
dilapidated,dɪlæpədeɪtɪd,1
dilatation,dɪləteɪʃən,1
dilate,daɪleɪt,1
dilated,daɪleɪtɪd,1
dilation,daɪleɪʃən,1
dilatory,dɪlətɔɹi,1
dildo,dɪldoʊ,1
dilemma,dɪlɛmə,2
diligence,,0
diligent,dɪlɪdʒənt,3
diligently,dɪlədʒəntli,1
dill,dɪl,1
dilly,dɪli,1
dilute,daɪlut,1
dilution,daɪluʃən,1
dim,dɪm,1
dime,daɪm,1
dimension,,0
dimensional,dɪmɛnʃənəl,1
dimensionality,dɪmɛnʃənæləti,1
diminish,dɪmɪnɪʃ,1
diminished,dɪmɪnɪʃt,1
diminution,dɪmənuʃən,1
diminutive,dɪmɪnjətɪv,1
dimly,dɪmli,1
dimmer,dɪmɚ,1
dimple,dɪmpəl,1
dimpled,dɪmpəld,1
din,dɪn,1
dinar,,0
dine,daɪn,1
diner,daɪnɚ,1
ding,dɪŋ,1
dinghy,dɪŋi,1
dingo,dɪŋɡoʊ,1
dingy,dɪndʒi,1
dink,dɪŋk,1
dinky,dɪŋki,1
dinner,dɪnɚ,1
dinnertime,,0
