Word,Possible Pronunciations
dipper,dɪpɝ dɪpɚ
dippers,dɪpɝz dɪpɚz
dipping,dɪpɪŋ
dips,dɪps
directed,dɝɛktəd dɚɛktəd
directing,dɝɛktɪŋ dɚɛktɪŋ
directions,dɝɛkʃənz dɚɛkʃənz
directives,daɪɹɛktɪvz
directories,daɪɹɛktɝiz daɪɹɛktɚiz
directors,dɝɛktɝz dɝɛktɚz dɚɛktɝz dɚɛktɚz
directs,dɝɛkts dɚɛkts
direst,daɪɹəst
dirhams,dɝəmz dɚəmz
dirks,dɝks dɚks
dirtier,dɝtiɝ dɝtiɚ dɚtiɝ dɚtiɚ
dirtiest,dɝtiəst dɚtiəst
disabilities,dɪsəbɪlətiz
disables,dɪseɪbəlz
disabused,dɪsəbjuzd
disadvantages,dɪsədvæntɪdʒɪz
disagreed,dɪsəɡɹid
disagreeing,dɪsəɡɹiɪŋ
disagreements,dɪsəɡɹimənts
disagrees,dɪsəɡɹiz
disallowed,dɪsəlaʊd
disappearances,dɪsəpɪɹənsɪz
disappeared,dɪsəpɪɹd
disappearing,dɪsəpɪɹɪŋ
disappears,dɪsəpɪɹz
disappointments,dɪsəpɔɪntmənts
disappoints,dɪsəpɔɪnts
disapproved,dɪsəpɹuvd
disapproves,dɪsəpɹuvz
disarmed,dɪsɑɹmd dɪsɒɹmd
disassembled,dɪsəsɛmbəld
disassociated,dɪsəsoʊʃieɪtəd
disasters,dɪzæstɝz dɪzæstɚz
disavowed,dɪsəvaʊd
disavowing,dɪsəvaʊɪŋ
disbanded,dɪsbændɪd
disbanding,dɪsbændɪŋ
disbarment,dɪsbɑɹmənt dɪsbɒɹmənt
disbarred,dɪsbɑɹd dɪsbɒɹd
disbelieving,dɪsbɪlivɪŋ
disbursed,dɪsbɝst dɪsbɚst
disbursements,dɪsbɝsmənts dɪsbɚsmənts
disbursing,dɪsbɝsɪŋ dɪsbɚsɪŋ
discarded,dɪskɑɹdɪd dɪskɒɹdɪd
discarding,dɪskɑɹdɪŋ dɪskɒɹdɪŋ
discards,dɪskɑɹdz dɪskɒɹdz
discerned,dɪsɝnd dɪsɚnd
discharged,dɪstʃɑɹdʒd dɪstʃɒɹdʒd
discharges,dɪstʃɑɹdʒəz dɪstʃɒɹdʒəz
discharging,dɪstʃɑɹdʒɪŋ dɪstʃɒɹdʒɪŋ
disciples,dɪsaɪpəlz
disciplines,dɪsəplənz
disciplining,dɪsəplənɪŋ
disclaimers,dɪskleɪmɝz dɪskleɪmɚz
disclosed,dɪskloʊzd
discloses,dɪskloʊzɪz
disclosing,dɪskloʊzɪŋ
disclosures,dɪskloʊʒɝz dɪskloʊʒɚz
discolorations,dɪskAH2lɝeɪʃənz dɪskAH2lɚeɪʃənz
discombobulated,dɪskəmbɔbjuleɪtəd
disconnecting,dɪskənɛktɪŋ
disconnects,dɪskənɛkts
discontents,dɪskəntɛnts
discontinuing,dɪskəntɪnjuɪŋ
discos,dɪskoʊz
discotheques,dɪskoʊtɛks
discounts,dɪskaʊnts
discourages,dɪskɝɪdʒɪz dɪskɚɪdʒɪz
discourses,dɪskɔɹsɪz
discovered,dɪskʌvɝd dɪskʌvɚd
discoverers,dɪskʌvəɹɝz dɪskʌvəɹɚz
discoveries,dɪskʌvɝiz dɪskʌvɚiz
discovering,dɪskʌvɝɪŋ dɪskʌvɚɪŋ
discovers,dɪskʌvɝz dɪskʌvɚz
discredited,dɪskɹɛdɪtɪd
discrediting,dɪskɹɛdətɪŋ
discredits,dɪskɹɛdəts
discrepancies,dɪskɹɛpənsiz
discriminated,dɪskɹɪməneɪtəd
discs,dɪsks
discussed,dɪskʌst
discusses,dɪskʌsəz
discussing,dɪskʌsɪŋ
discussions,dɪskʌʃənz
disdained,dɪsdeɪnd
disdaining,dɪsdeɪnɪŋ
disdains,dɪsdeɪnz
diseases,dɪzizəz
disembody,dɪsɪbɑdi dɪsɪbɒdi
disengaging,dɪsɪnɡeɪdʒɪŋ
disequilibrium,dɪsikwəlɪbɹiəm
disfigured,dɪsfɪɡjɝd dɪsfɪɡjɚd
disfigurement,dɪsfɪɡjɝmɛnt dɪsfɪɡjɚmɛnt
disfiguring,dɪsfɪɡjɝɪŋ dɪsfɪɡjɚɪŋ
disgorged,dɪsɡɔɹdʒd
disgorgement,dɪsɡɔɹdʒmənt
disguises,dɪsɡaɪzɪz
disguising,dɪsɡaɪzɪŋ
disgusts,dɪsɡʌsts
dished,dɪʃt
disher,dɪʃɝ dɪʃɚ
dishes,dɪʃəz
dishing,dɪʃɪŋ
dishonored,dɪsɑnɝd dɪsɑnɚd dɪsɒnɝd dɪsɒnɚd
dishwashers,dɪʃwɑʃɝz dɪʃwɑʃɚz dɪʃwɒʃɝz dɪʃwɒʃɚz
dishwashing,dɪʃwɑʃɪŋ dɪʃwɒʃɪŋ
disillusioning,dɪsɪluʒənɪŋ
disinclined,dɪsɪnklaɪnd
disintegrated,dɪsɪntəɡɹeɪtɪd
disintegrates,dɪsɪntəɡɹeɪts
disintegrating,dɪsɪntəɡɹeɪtɪŋ
disinvite,dɪsɪnvaɪt
disjoint,dɪsdʒɔɪnt
diskettes,dɪskɛts
disks,dɪsks
disliked,dɪslaɪkt
dislikes,dɪslaɪks
disliking,dɪslaɪkɪŋ
dislocations,dɪsloʊkeɪʃənz
dislodged,dɪslɑdʒd dɪslɒdʒd
dislodging,dɪslɑdʒɪŋ dɪslɒdʒɪŋ
dismantled,dɪsmæntəld
dismantles,dɪsmæntəlz
dismantling,dɪsmæntəlɪŋ
dismembered,dɪsmɛmbɝd dɪsmɛmbɚd
dismembering,dɪsmɛmbɝɪŋ dɪsmɛmbɚɪŋ
dismissed,dɪsmɪst
dismisses,dɪsmɪsɪz
dismissing,dɪsmɪsɪŋ
disney,dɪzni
disneyland,dɪznilænd
disobeyed,dɪsoʊbeɪd
disobeying,dɪsoʊbeɪɪŋ
disorders,dɪsɔɹdɝz dɪsɔɹdɚz
disorganize,dɪsɔɹɡənaɪz
disowned,dɪsoʊnd
disparaged,dɪspɛɹɪdʒd
disparages,dɪspɛɹɪdʒɪz
disparities,dɪspɛɹətiz
dispatched,dɪspætʃt
dispatchers,dɪspætʃɝz dɪspætʃɚz
dispatches,dɪspætʃɪz
dispatching,dɪspætʃɪŋ
dispelled,dɪspɛld
dispelling,dɪspɛlɪŋ
dispels,dɪspɛlz
dispensed,dɪspɛnst
dispensers,dɪspɛnsɝz dɪspɛnsɚz
dispenses,dɪspɛnsɪz
dispensing,dɪspɛnsɪŋ
dispersing,dɪspɝsɪŋ dɪspɚsɪŋ
displacements,dɪspleɪsmənts
displaces,dɪspleɪsɪz
displacing,dɪspleɪsɪŋ
displayed,dɪspleɪd
displaying,dɪspleɪɪŋ
displays,dɪspleɪz
disposables,dɪspoʊzəbəlz
disposals,dɪspoʊzəlz
disposer,dɪspoʊzɝ dɪspoʊzɚ
disposes,dɪspoʊzɪz
disposing,dɪspoʊzɪŋ
dispositions,dɪspəzɪʃənz
disproved,dɪspɹuvd
disproven,dɪspɹuvɪn
disproves,dɪspɹuvz
disputes,dɪspjuts
disputing,dɪspjutɪŋ
disqualified,dɪskwɑləfaɪd dɪskwɒləfaɪd
disqualifies,dɪskwɑləfaɪz dɪskwɒləfaɪz
disqualifying,dɪskwɑləfaɪɪŋ dɪskwɒləfaɪɪŋ
disraeli,dɪzɹeɪli
disregarded,dɪsɹɪɡɑɹdɪd dɪsɹɪɡɒɹdɪd
disregarding,dɪsɹɪɡɑɹdɪŋ dɪsɹɪɡɒɹdɪŋ
disregards,dɪsɹɪɡɑɹdz dɪsɹɪɡɒɹdz
disrespected,dɪsɹɪspɛktɪd
disrespecting,dɪsɹɪspɛktɪŋ
disrespects,dɪsɹɪspɛkts
disrupted,dɪsɹʌptɪd
disrupting,dɪsɹʌptɪŋ
disruptions,dɪsɹʌpʃənz
disrupts,dɪsɹʌpts
dissected,daɪsɛktəd
dissecting,daɪsɛktɪŋ
dissections,daɪsɛkʃənz
dissects,daɪsɛkts
dissembling,dɪsɛmblɪŋ
disseminated,dɪsɛməneɪtəd
disseminating,dɪsɛməneɪtɪŋ
dissented,dɪsɛntɪd
dissenters,dɪsɛntɝz dɪsɛntɚz
dissidents,dɪsədənts
dissimilarity,dɪsɪməlæɹəti
dissing,dɪsɪŋ
dissipates,dɪsəpeɪts
dissipating,dɪsəpeɪtɪŋ
dissolved,dɪzɑlvd dɪzɒlvd
dissolves,dɪzɑlvz dɪzɒlvz
dissolving,dɪzɔlvɪŋ
dissuaded,dɪsweɪdɪd
distanced,dɪstənst
distances,dɪstənsəz
distancing,dɪstənsɪŋ
distilled,dɪstɪld
distillers,dɪstɪlɝz dɪstɪlɚz
distilling,dɪstɪlɪŋ
distinctions,dɪstɪŋkʃənz
distinguishes,dɪstɪŋɡwɪʃɪz
distorting,dɪstɔɹtɪŋ
distortions,dɪstɔɹʃənz
distorts,dɪstɔɹts
distractions,dɪstɹækʃənz
distracts,dɪstɹækts
distresses,dɪstɹɛsɪz
distributed,dɪstɹɪbjətəd
distributes,dɪstɹɪbjuts
distributing,dɪstɹɪbjutɪŋ
distributors,dɪstɹɪbjətɝz dɪstɹɪbjətɚz
distributorship,dɪstɹɪbjutɝʃɪp dɪstɹɪbjutɚʃɪp
districts,dɪstɹɪkts
distrusted,dɪstɹʌstəd
distrusts,dɪstɹʌsts
disturbances,dɪstɝbənsəz dɪstɚbənsəz
disturbs,dɪstɝbz dɪstɚbz
ditched,dɪtʃt
ditches,dɪtʃəz
ditching,dɪtʃɪŋ
dithering,dɪðɝɪŋ dɪðɚɪŋ
ditties,dɪtiz
diuretics,daɪuɹɛtɪks
divas,divəz
dived,daɪvd
diverged,daɪvɝdʒd daɪvɚdʒd
divergences,daɪvɝdʒənsɪz daɪvɚdʒənsɪz
diverges,daɪvɝdʒɪz daɪvɚdʒɪz
diverging,daɪvɝdʒɪŋ daɪvɚdʒɪŋ
diversifying,daɪvɝsəfaɪɪŋ daɪvɚsəfaɪɪŋ
diversions,dɪvɝʒənz dɪvɚʒənz
diverted,daɪvɝtɪd daɪvɚtɪd
diverts,daɪvɝts daɪvɚts
dives,daɪvz
divested,daɪvɛstɪd
divesting,daɪvɛstɪŋ
divests,daɪvɛsts
dividends,dɪvɪdɛndz
divider,dɪvaɪdɝ dɪvaɪdɚ
divides,dɪvaɪdz
dividing,dɪvaɪdɪŋ
divining,dəvaɪnɪŋ
divinities,dɪvɪnətiz
divisions,dɪvɪʒənz
divorces,dɪvɔɹsɪz
divorcing,dɪvɔɹsɪŋ
divulged,dɪvʌldʒd
divulging,dɪvʌldʒɪŋ
divvied,dɪvid
dix,dɪks
dixie,dɪksi
dixieland,dɪksilænd
djakarta,dʒəkɑɹtə dʒəkɒɹtə
djibouti,dʒɪbuti
dk,dikeɪ
dob,dɑb dɒb
dobbin,dɑbɪn dɒbɪn
dobbins,dɑbɪnz dɒbɪnz
doberman,doʊbɝmən doʊbɚmən
dobie,dɑbi dɒbi
dobson,dɑbsən dɒbsən
doby,doʊbi
docked,dɑkt dɒkt
docken,dɑkən dɒkən
dockers,dɑkɝz dɑkɚz dɒkɝz dɒkɚz
docking,dɑkɪŋ dɒkɪŋ
docks,dɑks dɒks
dockside,dɑksaɪd dɒksaɪd
dockworker,dɑkwɝkɝ dɑkwɝkɚ dɑkwɚkɝ dɑkwɚkɚ dɒkwɝkɝ dɒkwɝkɚ dɒkwɚkɝ dɒkwɚkɚ
dockworkers,dɑkwɝkɝz dɑkwɝkɚz dɑkwɚkɝz dɑkwɚkɚz dɒkwɝkɝz dɒkwɝkɚz dɒkwɚkɝz dɒkwɚkɚz
docs,dɑks dɒks
doctorates,dɑktɝəts dɑktɚəts dɒktɝəts dɒktɚəts
doctored,dɑktɝd dɑktɚd dɒktɝd dɒktɚd
doctoring,dɑktɝɪŋ dɑktɚɪŋ dɒktɝɪŋ dɒktɚɪŋ
doctors,dɑktɝz dɑktɚz dɒktɝz dɒktɚz
doctrines,dɑktɹənz dɒktɹənz
documentaries,dɑkjəmɛntɝiz dɑkjəmɛntɚiz dɒkjəmɛntɝiz dɒkjəmɛntɚiz
documented,dɑkjəmɛntəd dɒkjəmɛntəd
documenting,dɑkjəməntɪŋ dɒkjəməntɪŋ
documents,dɑkjəmənts dɒkjəmənts
dodd,dɑd dɒd
doddering,dɑdɝɪŋ dɑdɚɪŋ dɒdɝɪŋ dɒdɚɪŋ
dodged,dɑdʒd dɒdʒd
dodgers,dɑdʒɝz dɑdʒɚz dɒdʒɝz dɒdʒɚz
dodges,dɑdʒɪz dɒdʒɪz
dodging,dɑdʒɪŋ dɒdʒɪŋ
dodos,doʊdoʊz
doers,duɝz duɚz
doffing,dɔfɪŋ
doggies,dɔɡiz
dogs,dɑɡz dɒɡz
dogwoods,dɔɡwʊdz
doilies,dɔɪliz
doke,doʊk
dol,dɑl dɒl
dolce,doʊltʃeɪ
dole,doʊl
doled,doʊld
doles,doʊlz
dolf,doʊlf
doling,doʊlɪŋ
dollars,dɑlɝz dɑlɚz dɒlɝz dɒlɚz
dolled,dɑld dɒld
dolley,dɑli dɒli
dollhouses,dɑlhaʊsɪz dɒlhaʊsɪz
dollie,dɑli dɒli
dolls,dɑlz dɒlz
dolomite,doʊləmaɪt
dolomites,doʊləmaɪts
dolores,dəlɔɹɪs
dolphins,dɑlfənz dɒlfənz
dom,dɑm dɒm
domains,doʊmeɪnz
domes,doʊmz
domestics,dəmɛstɪks
dominated,dɑməneɪtəd dɒməneɪtəd
dominates,dɑməneɪts dɒməneɪts
domine,doʊmini
domineer,dɑmənɪɹ dɒmənɪɹ
domini,dɑmɪni dɒmɪni
dominica,dəmɪnɪkə
dominican,dəmɪnəkən
dominicans,doʊmɪnɪkənz
dominick,dɑmənɪk dɒmənɪk
dominique,dɔmɪnik
dominos,dɑmɪnoʊz dɒmɪnoʊz
dominus,doʊminəs
dona,doʊnə
donald,dɑnəld dɒnəld
donar,dɑnɝ dɑnɚ dɒnɝ dɒnɚ
donat,doʊnət
donated,doʊneɪtəd
donates,doʊneɪts
donating,doʊneɪtɪŋ
donations,doʊneɪʃənz
dong,dɔŋ
donkeys,dɑŋkiz dɒŋkiz
donna,dɑnə dɒnə
donnas,dɑnəz dɒnəz
donne,dʌn
donned,dɑnd dɒnd
donning,dɑnɪŋ dɒnɪŋ
donny,dɑni dɒni
donnybrook,dɑnibɹʊk dɒnibɹʊk
donors,doʊnɝz doʊnɚz
donovan,dɑnəvən dɒnəvən
dons,dɑnz dɒnz
donuts,doʊnAH2ts
doo,du
doodads,dudædz
doodles,dudəlz
dooley,duli
dooming,dumɪŋ
dooms,dumz
doomsayers,dumseɪɝz dumseɪɚz
doorknobs,duɹnɑbz duɹnɒbz
doormats,dɔɹmæts
doors,dɔɹz
doorsteps,dɔɹstɛps
doorways,dɔɹweɪz
dopa,doʊpə
doped,doʊpt
doppler,dɑplɝ dɑplɚ dɒplɝ dɒplɚ
dora,dɔɹə
dorcas,dɔɹkəs
dorey,dɔɹi
doria,dɔɹiə
dorian,dɔɹiən
doric,dɔɹɪk
doris,dɔɹəs
dormitories,dɔɹmətɔɹiz
dorms,dɔɹmz
dorn,dɔɹn
dorothy,dɔɹəθi
dorsi,dɔɹsi
dort,dɔɹt
dos,dɔs
dosages,doʊsɪdʒɪz
doses,doʊsəz
dosing,doʊsɪŋ
dossiers,dɔsjeɪz
dostoevsky,dɔstoʊvski
dote,doʊt
dots,dɑts dɒts
dotted,dɑtəd dɒtəd
dotter,dɑtɝ dɑtɚ dɒtɝ dɒtɚ
dotting,dɑtɪŋ dɒtɪŋ
doty,doʊti
doub,daʊb
doubled,dʌbəld
doubletree,dʌbəltɹi
doubling,dʌbəlɪŋ
doubted,daʊtɪd
doubters,daʊtɝz daʊtɚz
doubting,daʊtɪŋ
doubts,daʊts
doucet,dusɛt
doughboy,doʊbɔɪ
doughnuts,doʊnAH2ts
douglas,dʌɡləs
douma,doʊmə
doused,daʊst
dousing,daʊsɪŋ
dover,doʊvɝ doʊvɚ
doves,dʌvz
dovetailed,dʌvteɪld
dovetails,dʌvteɪlz
dovey,dəveɪ
dow,daʊ
dowd,daʊd
downdraft,daʊndɹæft
downed,daʊnd
downers,daʊnɝz daʊnɚz
downgraded,daʊnɡɹeɪdəd
downgrades,daʊnɡɹeɪdz
downing,daʊnɪŋ
downloaded,daʊnloʊdɪd
downloading,daʊnloʊdɪŋ
downloads,daʊnloʊdz
downplayed,daʊnpleɪd
downplaying,daʊnpleɪɪŋ
downpours,daʊnpɔɹz
downrange,daʊnɹeɪndʒ
downsides,daʊnsaɪdz
downsized,daʊnsaɪzd
downstate,daʊnsteɪt
doxie,dɑksi dɒksi
doxy,dɑksi dɒksi
dozed,doʊzd
dozens,dʌzənz
dozes,doʊzɪz
dozier,doʊziɝ doʊziɚ
dozing,doʊzɪŋ
dr,dɹaɪv
drabble,dɹæbəl
drabs,dɹæbz
drachmas,dɹɑkməz dɹɒkməz
draco,dɹeɪkoʊ
drafted,dɹæftɪd
draftees,dɹæftiz
drafting,dɹæftɪŋ
drafts,dɹæfts
draftsmen,dɹæftsmən
dragged,dɹæɡd
dragging,dɹæɡɪŋ
dragline,dɹæɡlaɪn
drago,dɹɑɡoʊ dɹɒɡoʊ
dragons,dɹæɡənz
drags,dɹæɡz
drains,dɹeɪnz
dramamine,dɹæməmin
dramas,dɹɑməz dɹɒməz
dramatized,dɹæmətaɪzd
dramatizing,dɹæmətaɪzɪŋ
drams,dɹæmz
drang,dɹæŋ
draped,dɹeɪpt
draperies,dɹeɪpɝiz dɹeɪpɚiz
draping,dɹeɪpɪŋ
draughts,dɹæfts
drawbacks,dɹɔbæks
drawers,dɹɔɹz
drawings,dɹɔɪŋz
drawls,dɹɔlz
draws,dɹɔz
dreading,dɹɛdɪŋ
dreadnought,dɹɛdnɔt
dreads,dɹɛdz
dreamed,dɹimd
dreamers,dɹimɝz dɹimɚz
dreaming,dɹimɪŋ
dreamland,dɹimlænd
dreams,dɹimz
dreamt,dɹɛmt
dreamworld,dɹimwɝld dɹimwɚld
dredged,dɹɛdʒd
dredges,dɹɛdʒəz
dredging,dɹɛdʒɪŋ
drenched,dɹɛntʃt
drenching,dɹɛntʃɪŋ
dresden,dɹɛzdɪn
dressers,dɹɛsɝz dɹɛsɚz
dresses,dɹɛsəz
dressier,dɹɛsiɝ dɹɛsiɚ
dressings,dɹɛsɪŋz
dressmakers,dɹɛsmeɪkɝz dɹɛsmeɪkɚz
dribbled,dɹɪbəld
dribbles,dɹɪbəlz
dribs,dɹɪbz
drifted,dɹɪftəd
drifters,dɹɪftɝz dɹɪftɚz
drifts,dɹɪfts
drilled,dɹɪld
driller,dɹɪlɝ dɹɪlɚ
drillers,dɹɪlɝz dɹɪlɚz
drilling,dɹɪlɪŋ
drills,dɹɪlz
drinkers,dɹɪŋkɝz dɹɪŋkɚz
drinks,dɹɪŋks
dripped,dɹɪpt
drips,dɹɪps
drivable,dɹaɪvəbəl
drivers,dɹaɪvɝz dɹaɪvɚz
drives,dɹaɪvz
driveways,dɹaɪvweɪz
drizzling,dɹɪzəlɪŋ
drogue,dɹoʊɡ
drones,dɹoʊnz
drooling,dɹulɪŋ
drooped,dɹupt
droplets,dɹɑpləts dɹɒpləts
dropouts,dɹɑpaʊts dɹɒpaʊts
dropped,dɹɑpt dɹɒpt
dropping,dɹɑpɪŋ dɹɒpɪŋ
drops,dɹɑps dɹɒps
dropsy,dɹɑpsi dɹɒpsi
droughts,dɹaʊts
drowned,dɹaʊnd
drownings,dɹaʊnɪŋz
drowns,dɹaʊnz
drugged,dɹʌɡd
drugging,dɹʌɡɪŋ
druggists,dɹʌɡəsts
drugs,dɹʌɡz
drugstores,dɹʌɡstɔɹz
druidism,dɹuədɪzəm
druids,dɹuɪdz
drummed,dɹʌmd
drummers,dɹʌmɝz dɹʌmɚz
drumming,dɹʌmɪŋ
drums,dɹʌmz
drunkards,dɹʌŋkɝdz dɹʌŋkɚdz
drunks,dɹʌŋks
drury,dɹuɹi
druthers,dɹʌðɝz dɹʌðɚz
druze,dɹuz
dryers,dɹaɪɝz dɹaɪɚz
drying,dɹaɪɪŋ
du,du
dualistic,duəlɪstɪk
duan,dwæn
dubbed,dʌbd
dubbing,dʌbɪŋ
dublin,dʌblɪn
dubs,dʌbz
duc,dʌk
duce,dus
ducked,dʌkt
ducker,dʌkɝ dʌkɚ
ducklings,dʌklɪŋz
ducks,dʌks
ductless,dʌktləs
ducts,dʌkts
duddy,dʌdi
dudes,djudz
dudgeon,dʌdʒən
dudley,dʌdli
duds,dʌdz
duels,duəlz
duets,duɛts
duffel,dʌfəl
duffy,dʌfi
dugouts,dʌɡaʊts
dui,dijuaɪ
dukes,duks
dulce,dʌls
dulcinea,dAH2lsɪniə
dulled,dʌld
duller,dʌlɝ dʌlɚ
dullest,dʌləst
duluth,dəluθ
dum,dʌm
duma,dumə
dumas,duməz
dumbbells,dʌmbɛlz
dumber,dʌmɝ dʌmɚ
dumbest,dʌməst
dumbfound,dʌmfaʊnd
dumbing,dʌmɪŋ
dumbledore,dʌmbəldɔɹ
dumbo,dʌmboʊ
dumbstruck,dʌmstɹAH2k
dummies,dʌmiz
dumped,dʌmpt
dumplings,dʌmplɪŋz
dumps,dʌmps
dumpster,dʌmpstɝ dʌmpstɚ
dumpsters,dʌmpstɝz dʌmpstɚz
dumpty,dʌmpti
dundee,dəndi
dunes,dunz
dungeons,dʌndʒənz
dunked,dʌŋkt
dunker,dʌŋkɝ dʌŋkɚ
dunkirk,dʌnkɝk dʌnkɚk
dunkle,dʌŋkəl
dunks,dʌŋks
dunne,dʌn
dunning,dʌnɪŋ
dunst,dʌnst
dunster,dʌnstɝ dʌnstɚ
duped,dupt
duper,dupɝ dupɚ
dupes,dups
duplicated,duplɪkeɪtɪd
duplicates,djupləkeɪts
duplicating,duplɪkeɪtɪŋ
duplications,duplɪkeɪʃənz
durant,dʊɹənt
durante,dʊɹɑnti dʊɹɒnti
durham,dɝəm dɚəm
durn,dɝn dɚn
durning,dɝnɪŋ dɚnɪŋ
durst,dɝst dɚst
dusted,dʌstɪd
dusters,dʌstɝz dʌstɚz
dusts,dʌsts
dutch,dʌtʃ
dutchman,dʌtʃmən
duties,dutiz
dutra,dutɹə
dvorak,dvɔɹək
dwarfed,dwɔɹft
dwarfing,dwɔɹfɪŋ
dwarfs,dwɔɹfs
dwarves,dwɔɹvz
dwelled,dwɛld
dwellers,dwɛlɝz dwɛlɚz
dwellings,dwɛlɪŋz
dwells,dwɛlz
dwelt,dwɛlt
dwight,dwaɪt
dwindled,dwɪndəld
dwindles,dwɪndəlz
dyed,daɪd
dyeing,daɪɪŋ
dyes,daɪz
dykes,daɪks
dynamometer,daɪnəmɑmətɝ daɪnəmɑmətɚ daɪnəmɒmətɝ daɪnəmɒmətɚ
dynasties,daɪnəstiz
dysfunctions,dɪsfʌŋkʃənz
dysphoric,dɪsfɔɹɪk
dystrophy,dɪstɹəfi
e,i
eagles,iɡəlz
eared,ɪɹd
earless,ɪɹləs
earlier,ɝliɝ ɝliɚ ɚliɝ ɚliɚ
earliest,ɝliəst ɚliəst
earls,ɝlz ɚlz
earmarked,ɪɹmɑɹkt ɪɹmɒɹkt
earmarks,ɪɹmɑɹks ɪɹmɒɹks
earmuff,ɪɹmAH2f
earned,ɝnd ɚnd
earners,ɝnɝz ɝnɚz ɚnɝz ɚnɚz
earning,ɝnɪŋ ɚnɪŋ
earns,ɝnz ɚnz
earpieces,ɪɹpisɪz
earplugs,ɪɹplAH2ɡz
earrings,ɪɹɪŋz
ears,ɪɹz
earthlings,ɝθlɪŋz ɚθlɪŋz
earthquakes,ɝθkweɪks ɚθkweɪks
earths,ɝθs ɚθs
earthworms,ɝθwɝmz ɝθwɚmz ɚθwɝmz ɚθwɚmz
eased,izd
eases,izɪz
easier,iziɝ iziɚ
easiest,iziəst
easing,izɪŋ
easter,istɝ istɚ
easterners,istɝnɝz istɝnɚz istɚnɝz istɚnɚz
eastland,istlənd
eastman,istmən
eaten,itən
eateries,itɝiz itɚiz
eaters,itɝz itɚz
eating,itɪŋ
eau,oʊ
ebbed,ɛbəd
ebbing,ɛbɪŋ
ebbs,ɛbz
ebenezer,ɛbɪnizɝ ɛbɪnizɚ
eccentricities,ɛksɛntɹɪsɪtiz
eccentrics,ɛksɛntɹɪks
echelons,ɛʃəlɑnz ɛʃəlɒnz
echoed,ɛkoʊd
echoes,ɛkoʊz
echoing,ɛkoʊɪŋ
echos,ɛkoʊz
eclipsed,ɪklɪpst
eclipses,ɪklɪpsɪz
eclipsing,ɪklɪpsɪŋ
eco,ikoʊ
ecole,ɪkoʊl
economies,ɪkɑnəmiz ɪkɒnəmiz
economists,ɪkɑnəmɪsts ɪkɒnəmɪsts
economizing,ɪkɑnəmaɪzɪŋ ɪkɒnəmaɪzɪŋ
ecosystems,ikoʊsɪstəmz
ecuador,ɛkwədɔɹ
ed,ɛd
edam,idəm
eddies,ɛdiz
eden,idən
edgar,ɛdɡɝ ɛdɡɚ
edges,ɛdʒəz
edginess,ɛdʒinəs
edibles,ɛdəbəlz
edicts,idɪkts
edinburgh,ɛdənbɝoʊ ɛdənbɚoʊ
edison,ɛdɪsən
edited,ɛdətəd
edith,idɪθ
editions,ɪdɪʃənz
editorialized,ɛdətɔɹiəlaɪzd
editorializing,ɛdətɔɹiəlaɪzɪŋ
editorials,ɛdətɔɹiəlz
editors,ɛdɪtɝz ɛdɪtɚz
editorship,ɛdətɝʃɪp ɛdətɚʃɪp
edits,ɛdɪts
educates,ɛdʒəkeɪts
educating,ɛdʒəkeɪtɪŋ
educations,ɛdʒəkeɪʃənz
educators,ɛdʒəkeɪtɝz ɛdʒəkeɪtɚz
edward,ɛdwɝd ɛdwɚd
edwardian,ɛdwɔɹdiən
edwards,ɛdwɝdz ɛdwɚdz
ee,i
eels,ilz
effected,ɪfɛktəd
effecting,ɪfɛktɪŋ
effects,ɪfɛkts
efficiencies,ɪfɪʃənsiz
efforts,ɛfɝts ɛfɚts
eggcup,ɛɡkAH2p
egged,ɛɡd
eggers,ɛɡɝz ɛɡɚz
eggheads,ɛɡhɛdz
egging,ɛɡɪŋ
eggnogs,ɛɡnɔɡz
eggplants,ɛɡplænts
eggs,ɛɡz
eggshells,ɛɡʃɛlz
egos,iɡoʊz
egotistical,iɡətɪstɪkəl
egypt,idʒəpt
egyptian,ɪdʒɪpʃən
egyptians,ɪdʒɪpʃənz
egyptology,idʒəptɑlədʒi idʒəptɒlədʒi
eiffel,aɪfəl
eigenvalue,aɪɡənvælju
eigenvalues,aɪɡənvæljuz
eighths,eɪtθs
eights,eɪts
einstein,aɪnstaɪn
eisenberg,aɪzənbɝɡ aɪzənbɚɡ
eisenhower,aɪzənhaʊɝ aɪzənhaʊɚ
ejected,ɪdʒɛktɪd
ejecting,ɪdʒɛktɪŋ
ejects,ɪdʒɛkts
eke,ik
eking,ikɪŋ
el,ɛl
elaborated,ɪlæbɝeɪtəd ɪlæbɚeɪtəd
elaborates,ɪlæbɝeɪts ɪlæbɚeɪts
elaborating,ɪlæbɝeɪtɪŋ ɪlæbɚeɪtɪŋ
elaine,ɪleɪn
elan,ilən
eland,ilənd
elapsed,ɪlæpst
elastomer,ɪlæstəmɝ ɪlæstəmɚ
elastomers,ɪlæstəmɝz ɪlæstəmɚz
elbowed,ɛlboʊd
elbowing,ɛlboʊɪŋ
elbows,ɛlboʊz
elders,ɛldɝz ɛldɚz
eldorado,ɛldɝɑdoʊ ɛldɝɒdoʊ ɛldɚɑdoʊ ɛldɚɒdoʊ
eleanor,ɛlənɔɹ
electability,ɪlɛktəbɪləti
elected,ɪlɛktəd
electing,ɪlɛktɪŋ
elections,ɪlɛkʃənz
electives,ɪlɛktɪvz
