,CMU Word,CMU IPAs,Cambridge IPAs,CMU (Toolkit),Cambridge (Toolkit),Matched Pronunciations (IPA),Matched Pronunciations (Toolkit),Pronunciation Matches,Alternate Pronunciation,Root From Cambridge,Missing From Cambridge,Top Pronunciation (ALL),Top Pronunciation (ALT ONLY)
2273,arbiter,"['ɑɹbɪtɝ', 'ɑɹbɪtɚ', 'ɒɹbɪtɝ', 'ɒɹbɪtɚ']","['ɑɹbətɚ', 'ɑɹbɪtəɹ', 'ɑɹbɪtəɹ']",['arb1t3r'],"['arb1ter', 'arbet3r']",[],[],[],0,0,0,1,0
2274,arbiters,"['ɑɹbətɝz', 'ɑɹbətɚz', 'ɒɹbətɝz', 'ɒɹbətɚz']","['ɑɹbətɚ', 'ɑɹbɪtəɹ', 'ɑɹbɪtəɹ']",['arbet3rz'],"['arb1ter', 'arbet3r']",[],[],[],0,1,0,1,0
2277,arbitrageurs,"['ɑɹbətɹɑʒɝz', 'ɑɹbətɹɑʒɚz', 'ɑɹbətɹɒʒɝz', 'ɑɹbətɹɒʒɚz', 'ɒɹbətɹɑʒɝz', 'ɒɹbətɹɑʒɚz', 'ɒɹbətɹɒʒɝz', 'ɒɹbətɹɒʒɚz']","['ɑɹbɪtɹɑʒɚ', 'ɑɹbɪtɹɑʒɚ']",['arbetraZ3rz'],['arb1traZ3r'],[],[],[],0,1,0,1,0
2278,arbitrarily,"['ɑɹbɪtɹɛɹəli', 'ɒɹbɪtɹɛɹəli']","['ɑɹbətɹɛɹəli', 'ɑɹbətɹɛɹəli']",['arb1trEreli'],['arbetrEreli'],[],[],[],0,0,0,1,0
2282,arbitrates,"['ɑɹbɪtɹeɪts', 'ɒɹbɪtɹeɪts']","['ɑɹbətɹeɪt', 'ɑɹbɪtɹeɪt']",['arb1tr8ts'],"['arb1tr8t', 'arbetr8t']",[],[],[],0,1,0,1,0
2285,arbitrator,"['ɑɹbɪtɹeɪtɝ', 'ɑɹbɪtɹeɪtɚ', 'ɒɹbɪtɹeɪtɝ', 'ɒɹbɪtɹeɪtɚ']","['ɑɹbətɹeɪtɚ', 'ɑɹbɪtɹeɪṱɚ']",['arb1tr8t3r'],"['', 'arbetr8t3r']",[],[],[],0,0,0,1,0
2288,arboretum,"['ɑɹbɝitəm', 'ɑɹbɚitəm', 'ɒɹbɝitəm', 'ɒɹbɚitəm']",['ɑɹbəɹitəm'],['arb3ritem'],['arberitem'],[],[],[],0,0,0,1,0
2293,arcades,"['ɑɹkeɪdz', 'ɒɹkeɪdz']","['ɑɹkeɪd', 'ɑɹkeɪd', 'ɑɹkeɪd', 'ɑɹkeɪd']",['ark8dz'],['ark8d'],[],[],[],0,1,0,1,0
2302,archaeologists,"['ɑɹkiɑlədʒɪsts', 'ɑɹkiɒlədʒɪsts', 'ɒɹkiɑlədʒɪsts', 'ɒɹkiɒlədʒɪsts']",['ɑɹkiɑlədʒɪst'],['arkialeG1sts'],['arkialeG1st'],[],[],[],0,1,0,1,0
2306,archangels,"['ɑɹkeɪndʒəlz', 'ɒɹkeɪndʒəlz']",['ɑɹkeɪndʒəl'],['ark8nGelz'],['ark8nGel'],[],[],[],0,1,0,1,0
2308,archdiocese,"['ɑɹtʃdaɪəsəs', 'ɒɹtʃdaɪəsəs']","['ɑɹtʃdaɪəsɪs', 'ɑɹtʃdɑɪəsɪs', 'siz']",['arCd5eses'],"['arCd5es1s', 'arCda1es1s', 'siz']",[],[],[],1,0,0,1,1
2309,archdiocese,"['ɑɹtʃdaɪəsiz', 'ɒɹtʃdaɪəsiz']","['ɑɹtʃdaɪəsɪs', 'ɑɹtʃdɑɪəsɪs', 'siz']",['arCd5esiz'],"['arCd5es1s', 'arCda1es1s', 'siz']",[],[],[],1,0,0,0,0
2316,archers,"['ɑɹtʃɝz', 'ɑɹtʃɚz', 'ɒɹtʃɝz', 'ɒɹtʃɚz']","['ɑɹtʃɚ', 'ɑɹtʃəɹ']",['arC3rz'],"['arC3r', 'arCer']",[],[],[],0,1,0,1,0
2318,arches,"['ɑɹtʃəz', 'ɒɹtʃəz']","['ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ']",['arCez'],['arC'],[],[],[],1,1,0,1,1
2319,arches,"['ɑɹtʃɪz', 'ɒɹtʃɪz']","['ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ', 'ɑɹtʃ']",['arC1z'],['arC'],[],[],[],1,1,0,0,0
2320,archetypal,"['ɑɹktaɪpəl', 'ɒɹktaɪpəl']",['ɑɹkətaɪpəl'],['arkt5pel'],['arket5pel'],[],[],[],0,0,0,1,0
2321,archetype,"['ɑɹkɪtaɪp', 'ɒɹkɪtaɪp']","['ɑɹkətaɪp', 'ɑɹkɪtɑɪp']",['ark1t5p'],"['arket5p', 'ark1ta1p']",[],[],[],0,0,0,1,0
2322,archetypes,"['ɑɹkɪtaɪps', 'ɒɹkɪtaɪps']","['ɑɹkətaɪp', 'ɑɹkɪtɑɪp']",['ark1t5ps'],"['arket5p', 'ark1ta1p']",[],[],[],0,1,0,1,0
2325,arching,"['ɑɹtʃɪŋ', 'ɒɹtʃɪŋ']",['ɑɹtʃ'],['arC1N'],['arC'],[],[],[],0,1,0,1,0
2327,archipelago,"['ɑɹtʃəpəleɪɡoʊ', 'ɒɹtʃəpəleɪɡoʊ']","['ɑɹkəpɛləɡoʊ', 'ɑɹkəpɛləɡoʊ', 'ɑɹtʃə']",['arCepel8go'],"['arkepElego', 'arCe']",[],[],[],1,0,0,0,0
2329,architects,"['ɑɹkətɛkts', 'ɒɹkətɛkts']","['ɑɹkətɛkt', 'ɑɹkətɛkt', 'ɑɹkɪtɛkt']",['arketEkts'],"['ark1tEkt', 'arketEkt']",[],[],[],0,1,0,1,0
2331,architecturally,"['ɑɹkɪtɛktʃɝəli', 'ɑɹkɪtɛktʃɚəli', 'ɒɹkɪtɛktʃɝəli', 'ɒɹkɪtɛktʃɚəli']",['ɑɹkətɛktʃɚəli'],['ark1tEkC3reli'],['arketEkC3reli'],[],[],[],1,0,0,1,1
2332,architecturally,"['ɑɹkɪtɛktʃɹəli', 'ɒɹkɪtɛktʃɹəli']",['ɑɹkətɛktʃɚəli'],['ark1tEkCreli'],['arketEkC3reli'],[],[],[],1,0,0,0,0
2338,archives,"['ɑɹkaɪvz', 'ɒɹkaɪvz']","['ɑɹkaɪv', 'ɑɹkaɪv', 'ɑɹkaɪv', 'ɑɹkɑɪv']",['ark5vz'],"['arka1v', 'ark5v']",[],[],[],0,1,0,1,0
2340,archivist,"['ɑɹkaɪvɪst', 'ɒɹkaɪvɪst']",['ɑɹkəvɪst'],['ark5v1st'],['arkev1st'],[],[],[],1,0,0,0,0
2341,archivists,"['ɑɹkəvɪsts', 'ɒɹkəvɪsts']",['ɑɹkəvɪst'],['arkev1sts'],['arkev1st'],[],[],[],1,1,0,1,1
2342,archivists,"['ɑɹkaɪvɪsts', 'ɒɹkaɪvɪsts']",['ɑɹkəvɪst'],['ark5v1sts'],['arkev1st'],[],[],[],1,1,0,0,0
2345,arcs,"['ɑɹks', 'ɒɹks']","['ɑɹk', 'ɑɹk', 'ɑɹk', 'ɑɹk']",['arks'],['ark'],[],[],[],0,1,0,1,0
2355,are,"['ɝ', 'ɚ']","['stɹong', 'ɑɹ', 'ɑɹ', 'əɹ', 'ɹ']",['3r'],"['', 'er', 'ar', 'r']",[],[],[],1,0,0,0,0
2357,areas,['ɛɹiəz'],"['ɛɹiə', 'ɛɹiə', 'ɛɹiə', 'ɛɹiə', 'ɛɹiə', 'ɛɹiə', 'ɛəɹiə', 'ɛəɹiə', 'ɛəɹiə', 'ɛəɹiə']",['Eriez'],"['Erie', 'Eerie']",[],[],[],0,1,0,1,0
2358,aren,"['ɑɹən', 'ɒɹən']","['ɑɹnt', 'ɑɹnt', 'ɑɹənt']",['aren'],"['arent', 'arnt']",[],[],[],0,1,0,1,0
2359,arena,"['ɝinə', 'ɚinə']","['əɹinə', 'əɹinə', 'əɹinə', 'əɹinə']",['3rine'],['erine'],[],[],[],0,0,0,1,0
2360,arenas,"['ɝinəz', 'ɚinəz']","['əɹinə', 'əɹinə', 'əɹinə', 'əɹinə']",['3rinez'],['erine'],[],[],[],0,1,0,1,0
2362,ares,"['ɑɹz', 'ɒɹz']",['ɛɹiz'],['arz'],['Eriz'],[],[],[],0,0,0,1,0
2363,argent,"['ɑɹdʒɪnt', 'ɒɹdʒɪnt']","['ɑɹdʒənt', 'ɑɹdʒənt']",['arG1nt'],['arGent'],[],[],[],0,0,0,1,0
2365,argentine,"['ɑɹdʒəntin', 'ɒɹdʒəntin']",['ɑɹdʒəntɪniən'],['arGentin'],['arGent1nien'],[],[],[],0,1,0,1,0
2373,argot,"['ɑɹɡət', 'ɒɹɡət']",['ɑɹɡoʊ'],['arget'],['argo'],[],[],[],0,0,0,1,0
2376,argued,"['ɑɹɡjud', 'ɒɹɡjud']","['ɑɹɡju', 'ɑɹɡju', 'ɑɹɡju', 'ɑɹɡju']",['argjud'],['argju'],[],[],[],0,1,0,1,0
2377,argues,"['ɑɹɡjuz', 'ɒɹɡjuz']","['ɑɹɡju', 'ɑɹɡju', 'ɑɹɡju', 'ɑɹɡju', 'ɑɹɡju', 'ɑɹɡju', 'ɑɹɡju']",['argjuz'],['argju'],[],[],[],0,1,0,1,0
2378,arguing,"['ɑɹɡjuɪŋ', 'ɒɹɡjuɪŋ']","['ɑɹɡju', 'ɑɹɡju', 'ɑɹɡju', 'ɑɹɡju']",['argju1N'],['argju'],[],[],[],0,1,0,1,0
2381,arguments,"['ɑɹɡjəmənts', 'ɒɹɡjəmənts']","['ɑɹɡjəmənt', 'ɑɹɡjəmənt', 'ɑɹɡjəmənt', 'ɑɹɡjəmənt', 'ɑɹɡjəmənt', 'ɑɹɡjəmənt', 'ɑɹɡjəmənt']",['argjements'],['argjement'],[],[],[],0,1,0,1,0
2387,arias,"['ɑɹiəz', 'ɒɹiəz']","['ɑɹiə', 'ɑɹiə']",['ariez'],['arie'],[],[],[],0,1,0,1,0
2388,arid,['æɹəd'],"['ɛɹɪd', 'ɛɹɪd', 'ɛɹɪd', 'æɹɪd']",['@red'],"['@r1d', 'Er1d']",[],[],[],1,0,0,1,1
2389,arid,['ɛɹəd'],"['ɛɹɪd', 'ɛɹɪd', 'ɛɹɪd', 'æɹɪd']",['Ered'],"['@r1d', 'Er1d']",[],[],[],1,0,0,0,0
2392,arise,"['ɝaɪz', 'ɚaɪz']","['əɹaɪz', 'əɹaɪz', 'əɹɑɪz', 'əɹɑɪz']",['3r5z'],"['er5z', 'era1z']",[],[],[],0,0,0,1,0
2394,arises,"['ɝaɪzɪz', 'ɚaɪzɪz']","['əɹaɪz', 'əɹaɪz', 'əɹaɪz', 'əɹɑɪz', 'əɹɑɪz']",['3r5z1z'],"['er5z', 'era1z']",[],[],[],0,1,0,1,0
2398,aristocrat,"['ɝɪstəkɹæt', 'ɚɪstəkɹæt']",['əɹɪsstəkɹæt'],['3r1stekr@t'],['er1sstekr@t'],[],[],[],0,0,0,1,0
2399,aristocratic,"['ɝɪstəkɹætɪk', 'ɚɪstəkɹætɪk']",['ɛɹəstəkɹætɪk'],['3r1stekr@t1k'],['Erestekr@t1k'],[],[],[],0,0,0,1,0
2400,aristocrats,"['ɝɪstəkɹæts', 'ɚɪstəkɹæts']",['əɹɪsstəkɹæt'],['3r1stekr@ts'],['er1sstekr@t'],[],[],[],0,1,0,1,0
2402,aristotle,"['ɛɹəstɑtəl', 'ɛɹəstɒtəl']",['æɹəstɑtəl'],['Erestatel'],['@restatel'],[],[],[],0,0,0,1,0
2403,arithmetic,['ɛɹɪθmɛtɪk'],"['əɹɪθmətɪk', 'əɹɪθmətɪk', 'əɹɪθmətɪk']",['Er1TmEt1k'],['er1Tmet1k'],[],[],[],1,0,0,1,1
2404,arithmetic,"['ɝɪθmətɪk', 'ɚɪθmətɪk']","['əɹɪθmətɪk', 'əɹɪθmətɪk', 'əɹɪθmətɪk']",['3r1Tmet1k'],['er1Tmet1k'],[],[],[],1,0,0,0,0
2415,armadillos,"['ɑɹmədɪloʊz', 'ɒɹmədɪloʊz']","['ɑɹmədɪloʊ', 'ɑɹmədɪloʊ']",['armed1loz'],['armed1lo'],[],[],[],0,1,0,1,0
2420,armbands,"['ɑɹmbændz', 'ɒɹmbændz']","['ɑɹmbænd', 'ɑɹmbænd']",['armb@ndz'],['armb@nd'],[],[],[],0,1,0,1,0
2422,armchairs,"['ɑɹmtʃɛɹz', 'ɒɹmtʃɛɹz']","['ɑɹmtʃɛɹ', 'ɑɹmtʃɛəɹ']",['armCErz'],"['armCEer', 'armCEr']",[],[],[],0,1,0,1,0
2426,armenians,"['ɑɹminiənz', 'ɒɹminiənz']",['ɑɹminiən'],['arminienz'],['arminien'],[],[],[],0,1,0,1,0
2428,arming,"['ɑɹmɪŋ', 'ɒɹmɪŋ']","['ɑɹm', 'ɑɹm']",['arm1N'],['arm'],[],[],[],0,1,0,1,0
2429,armistice,"['ɑɹməstəs', 'ɒɹməstəs']","['ɑɹməstɪs', 'ɑɹməstɪs']",['armestes'],['armest1s'],[],[],[],0,0,0,1,0
2436,armpits,"['ɑɹmpɪts', 'ɒɹmpɪts']","['ɑɹmpɪt', 'ɑɹmpɪt']",['armp1ts'],['armp1t'],[],[],[],0,1,0,1,0
2438,armrests,"['ɑɹmɹɛsts', 'ɒɹmɹɛsts']",['ɑɹmɹɛst'],['armrEsts'],['armrEst'],[],[],[],0,1,0,1,0
2445,aroma,"['ɝoʊmə', 'ɚoʊmə']","['əɹoʊmə', 'əɹoʊmə']",['3rome'],['erome'],[],[],[],0,0,0,1,0
2446,aromas,"['ɝoʊməz', 'ɚoʊməz']","['əɹoʊmə', 'əɹoʊmə']",['3romez'],['erome'],[],[],[],0,1,0,1,0
2447,aromatherapy,"['əɹoʊməθɝəpi', 'əɹoʊməθɚəpi']",['əɹoʊməθɛɹəpi'],['eromeT3repi'],['eromeTErepi'],[],[],[],0,0,0,1,0
2449,arose,"['ɝoʊz', 'ɚoʊz']","['əɹoʊz', 'əɹoʊz']",['3roz'],['eroz'],[],[],[],0,0,0,1,0
2450,around,"['ɝaʊnd', 'ɚaʊnd']","['əɹaʊnd', 'əɹaʊnd', 'əɹaʊnd', 'əɹaʊnd', 'əɹaʊnd', 'əɹaʊnd', 'əɹɑʊnd', 'əɹɑʊnd']",['3rOnd'],"['eraUnd', 'erOnd']",[],[],[],1,0,0,1,1
2451,around,"['ɝaʊn', 'ɚaʊn']","['əɹaʊnd', 'əɹaʊnd', 'əɹaʊnd', 'əɹaʊnd', 'əɹaʊnd', 'əɹaʊnd', 'əɹɑʊnd', 'əɹɑʊnd']",['3rOn'],"['eraUnd', 'erOnd']",[],[],[],1,0,0,0,0
2452,arousal,"['ɝaʊzəl', 'ɚaʊzəl']","['əɹaʊzəl', 'əɹaʊzəl']",['3rOzel'],['erOzel'],[],[],[],0,0,0,1,0
2453,arouse,"['ɝaʊz', 'ɚaʊz']","['əɹaʊz', 'əɹaʊz', 'əɹɑʊz']",['3rOz'],"['erOz', 'eraUz']",[],[],[],0,0,0,1,0
2454,aroused,"['ɝaʊzd', 'ɚaʊzd']",['əɹaʊzd'],['3rOzd'],['erOzd'],[],[],[],0,0,0,1,0
2455,arouses,"['ɝaʊzɪz', 'ɚaʊzɪz']","['əɹaʊz', 'əɹaʊz', 'əɹɑʊz']",['3rOz1z'],"['erOz', 'eraUz']",[],[],[],0,1,0,1,0
2456,arousing,"['ɝaʊzɪŋ', 'ɚaʊzɪŋ']","['əɹaʊz', 'əɹaʊz']",['3rOz1N'],['erOz'],[],[],[],0,1,0,1,0
2457,arraign,"['ɝeɪn', 'ɚeɪn']","['əɹeɪn', 'əɹeɪn']",['3r8n'],['er8n'],[],[],[],0,0,0,1,0
2458,arraigned,"['ɝeɪnd', 'ɚeɪnd']",['əɹeɪn'],['3r8nd'],['er8n'],[],[],[],0,1,0,1,0
2459,arraignment,"['ɝeɪnmənt', 'ɚeɪnmənt']",['əɹeɪnmənt'],['3r8nment'],['er8nment'],[],[],[],0,0,0,1,0
2460,arraignments,"['ɝeɪnmənts', 'ɚeɪnmənts']",['əɹeɪnmənt'],['3r8nments'],['er8nment'],[],[],[],0,1,0,1,0
2461,arrange,"['ɝeɪndʒ', 'ɚeɪndʒ']","['əɹeɪndʒ', 'əɹeɪndʒ', 'əɹeɪndʒ', 'əɹeɪndʒ', 'əɹeɪndʒ', 'əɹeɪndʒ']",['3r8nG'],['er8nG'],[],[],[],0,0,0,1,0
2462,arranged,"['ɝeɪndʒd', 'ɚeɪndʒd']","['əɹeɪndʒ', 'əɹeɪndʒ', 'əɹeɪndʒ']",['3r8nGd'],['er8nG'],[],[],[],0,1,0,1,0
2463,arrangement,"['ɝeɪndʒmənt', 'ɚeɪndʒmənt']","['əɹeɪndʒmənt', 'əɹeɪndʒmənt', 'əɹeɪndʒmənt', 'əɹeɪndʒmənt', 'əɹeɪndʒmənt', 'əɹeɪndʒmənt', 'əɹeɪndʒmənt']",['3r8nGment'],['er8nGment'],[],[],[],0,0,0,1,0
2464,arrangements,"['ɝeɪndʒmənts', 'ɚeɪndʒmənts']","['əɹeɪndʒmənt', 'əɹeɪndʒmənt', 'əɹeɪndʒmənt', 'əɹeɪndʒmənt', 'əɹeɪndʒmənt', 'əɹeɪndʒmənt', 'əɹeɪndʒmənt']",['3r8nGments'],['er8nGment'],[],[],[],0,1,0,1,0
2465,arranger,"['ɝeɪndʒɝ', 'ɝeɪndʒɚ', 'ɚeɪndʒɝ', 'ɚeɪndʒɚ']","['əɹeɪndʒɚ', 'əɹeɪndʒɚ', 'əɹeɪndʒɚ']",['3r8nG3r'],['er8nG3r'],[],[],[],0,0,0,1,0
2466,arranges,"['ɝeɪndʒɪz', 'ɚeɪndʒɪz']","['əɹeɪndʒ', 'əɹeɪndʒ', 'əɹeɪndʒ', 'əɹeɪndʒ', 'əɹeɪndʒ', 'əɹeɪndʒ']",['3r8nG1z'],['er8nG'],[],[],[],0,1,0,1,0
2467,arranging,"['ɝeɪndʒɪŋ', 'ɚeɪndʒɪŋ']","['əɹeɪndʒ', 'əɹeɪndʒ', 'əɹeɪndʒ']",['3r8nG1N'],['er8nG'],[],[],[],0,1,0,1,0
2469,array,"['ɝeɪ', 'ɚeɪ']","['əɹeɪ', 'əɹeɪ']",['3r8'],['er8'],[],[],[],0,0,0,1,0
2470,arrayed,"['ɝeɪd', 'ɚeɪd']",['əɹeɪd'],['3r8d'],['er8d'],[],[],[],0,0,0,1,0
2471,arrays,"['ɝeɪz', 'ɚeɪz']","['əɹeɪ', 'əɹeɪ']",['3r8z'],['er8'],[],[],[],0,1,0,1,0
2472,arrears,"['ɝɪɹz', 'ɚɪɹz']",['əɹɪɹz'],['3r1rz'],['er1rz'],[],[],[],0,0,0,1,0
2473,arrest,"['ɝɛst', 'ɚɛst']","['əɹɛst', 'əɹɛst', 'əɹɛst', 'əɹɛst', 'əɹɛst']",['3rEst'],['erEst'],[],[],[],0,0,0,1,0
2474,arrested,"['ɝɛstəd', 'ɚɛstəd']","['əɹɛst', 'əɹɛst', 'əɹɛst']",['3rEsted'],['erEst'],[],[],[],1,1,0,1,1
2475,arrested,"['ɝɛstɪd', 'ɚɛstɪd']","['əɹɛst', 'əɹɛst', 'əɹɛst']",['3rEst1d'],['erEst'],[],[],[],1,1,0,0,0
2476,arresting,"['ɝɛstɪŋ', 'ɚɛstɪŋ']","['əɹɛstɪŋ', 'əɹɛstɪŋ']",['3rEst1N'],['erEst1N'],[],[],[],0,0,0,1,0
2477,arrests,"['ɝɛsts', 'ɚɛsts']","['əɹɛst', 'əɹɛst', 'əɹɛst', 'əɹɛst', 'əɹɛst', 'əɹɛst']",['3rEsts'],['erEst'],[],[],[],0,1,0,1,0
2478,arrhythmia,"['ɝɪðmiə', 'ɚɪðmiə']",['əɹɪðmiə'],['3r1Dmie'],['er1Dmie'],[],[],[],0,0,0,1,0
2479,arrhythmias,"['ɝɪðmiəz', 'ɚɪðmiəz']",['əɹɪðmiə'],['3r1Dmiez'],['er1Dmie'],[],[],[],0,1,0,1,0
2480,arrival,"['ɝaɪvəl', 'ɚaɪvəl']","['əɹaɪvəl', 'əɹaɪvəl', 'əɹɑɪvəl']",['3r5vel'],"['er5vel', 'era1vel']",[],[],[],0,0,0,1,0
2481,arrivals,"['ɝaɪvəlz', 'ɚaɪvəlz']","['əɹaɪvəl', 'əɹaɪvəl', 'əɹɑɪvəl']",['3r5velz'],"['er5vel', 'era1vel']",[],[],[],0,1,0,1,0
2482,arrive,"['ɝaɪv', 'ɚaɪv']","['əɹaɪv', 'əɹaɪv', 'əɹaɪv', 'əɹɑɪv', 'əɹɑɪv', 'əɹɑɪv']",['3r5v'],"['er5v', 'era1v']",[],[],[],0,0,0,1,0
2483,arrived,"['ɝaɪvd', 'ɚaɪvd']","['əɹaɪv', 'əɹaɪv', 'əɹaɪv']",['3r5vd'],['er5v'],[],[],[],0,1,0,1,0
2484,arrives,"['ɝaɪvz', 'ɚaɪvz']","['əɹaɪv', 'əɹaɪv', 'əɹaɪv', 'əɹɑɪv', 'əɹɑɪv', 'əɹɑɪv']",['3r5vz'],"['er5v', 'era1v']",[],[],[],0,1,0,1,0
2485,arriving,"['ɝaɪvɪŋ', 'ɚaɪvɪŋ']","['əɹaɪv', 'əɹaɪv', 'əɹaɪv']",['3r5v1N'],['er5v'],[],[],[],0,1,0,1,0
2491,arrowhead,['æɹoʊhɛd'],['ɛɹoʊhɛd'],['@rohEd'],['ErohEd'],[],[],[],1,0,0,1,1
2493,arrowheads,['æɹoʊhɛdz'],['ɛɹoʊhɛd'],['@rohEdz'],['ErohEd'],[],[],[],1,1,0,1,1
2494,arrowheads,['ɛɹoʊhɛdz'],['ɛɹoʊhɛd'],['ErohEdz'],['ErohEd'],[],[],[],1,1,0,0,0
2496,arrows,['æɹoʊz'],"['ɛɹoʊ', 'ɛɹoʊ', 'æɹoʊ', 'æɹoʊ']",['@roz'],"['@ro', 'Ero']",[],[],[],1,1,0,1,1
2497,arrows,['ɛɹoʊz'],"['ɛɹoʊ', 'ɛɹoʊ', 'æɹoʊ', 'æɹoʊ']",['Eroz'],"['@ro', 'Ero']",[],[],[],1,1,0,0,0
2498,arroyo,"['ɝɔɪoʊ', 'ɚɔɪoʊ']","['əɹɔɪoʊ', 'əɹɔɪə', 'oʊ']",['3r2o'],"['er2e', 'o', 'er2o']",[],[],[],0,0,0,1,0
2502,arsenals,"['ɑɹsənəlz', 'ɒɹsənəlz']","['ɑɹsənəl', 'ɑɹsənəl', 'ɑɹsənəl']",['arsenelz'],['arsenel'],[],[],[],0,1,0,1,0
2504,arses,"['ɑɹsɪz', 'ɒɹsɪz']","['ɑɹs', 'ɑɹs']",['ars1z'],['ars'],[],[],[],0,1,0,1,0
2506,arsonist,"['ɑɹsənəst', 'ɒɹsənəst']",['ɑɹsənɪst'],['arsenest'],['arsen1st'],[],[],[],1,0,0,1,1
2508,arsonists,"['ɑɹsənəsts', 'ɒɹsənəsts']",['ɑɹsənɪst'],['arsenests'],['arsen1st'],[],[],[],1,1,0,1,1
2509,arsonists,"['ɑɹsənɪsts', 'ɒɹsənɪsts']",['ɑɹsənɪst'],['arsen1sts'],['arsen1st'],[],[],[],1,1,0,0,0
2512,arteries,"['ɑɹtɝiz', 'ɑɹtɚiz', 'ɒɹtɝiz', 'ɒɹtɚiz']","['ɑɹtɚi', 'ɑɹtɚi', 'ɑɹtəɹi', 'ɑɹtəɹi']",['art3riz'],"['arteri', 'art3ri']",[],[],[],0,1,0,1,0
2513,arteriosclerosis,"['ɑɹtɪɹioʊsklɝoʊsəs', 'ɑɹtɪɹioʊsklɚoʊsəs', 'ɒɹtɪɹioʊsklɝoʊsəs', 'ɒɹtɪɹioʊsklɚoʊsəs']",['ɑɹtɪɹioʊskləɹoʊsɪs'],['art1rioskl3roses'],['art1rioskleros1s'],[],[],[],0,0,0,1,0
2519,arthritis,"['ɑɹθɹaɪtɪs', 'ɒɹθɹaɪtɪs']","['ɑɹθɹaɪtəs', 'ɑɹθɹɑɪtəs']",['arTr5t1s'],"['arTr5tes', 'arTra1tes']",[],[],[],1,0,0,0,0
2521,arthropods,"['ɑɹθɹəpɑdz', 'ɑɹθɹəpɒdz', 'ɒɹθɹəpɑdz', 'ɒɹθɹəpɒdz']","['ɑɹθɹəpɑd', 'ɑɹθɹəpɑd']",['arTrepadz'],['arTrepad'],[],[],[],0,1,0,1,0
2525,artichokes,"['ɑɹtɪtʃoʊks', 'ɒɹtɪtʃoʊks']","['ɑɹtətʃoʊk', 'ɑɹtətʃoʊk', 'ɑɹtɪtʃoʊk']",['art1Coks'],"['arteCok', 'art1Cok']",[],[],[],0,1,0,1,0
2526,article,"['ɑɹtəkəl', 'ɒɹtəkəl']","['ɑɹtɪkəl', 'ɑɹtɪkəl', 'ɑɹtɪkəl', 'ɑɹtɪkəl', 'ɑɹtɪkəl', 'ɑɹtɪkəl', 'ɑɹtɪkəl']",['artekel'],['art1kel'],[],[],[],1,0,0,1,1
2530,articulate,"['ɑɹtɪkjəleɪt', 'ɒɹtɪkjəleɪt']","['ɑɹtɪkjələt', 'ɑɹtɪkjələt']",['art1kjel8t'],['art1kjelet'],[],[],[],1,0,0,1,1
2532,articulated,"['ɑɹtɪkjəleɪtəd', 'ɒɹtɪkjəleɪtəd']",['ɑɹtɪkjəleɪtɪd'],['art1kjel8ted'],['art1kjel8t1d'],[],[],[],0,0,0,1,0
2533,articulates,"['ɑɹtɪkjələts', 'ɒɹtɪkjələts']","['ɑɹtɪkjələt', 'ɑɹtɪkjələt']",['art1kjelets'],['art1kjelet'],[],[],[],0,1,0,1,0
2534,articulating,"['ɑɹtɪkjəleɪtɪŋ', 'ɒɹtɪkjəleɪtɪŋ']","['ɑɹtɪkjəleɪt', 'ɑɹtɪkjəleɪt', 'ɑɹtɪkjəleɪt']",['art1kjel8t1N'],['art1kjel8t'],[],[],[],0,1,0,1,0
2538,artifacts,"['ɑɹtəfækts', 'ɒɹtəfækts']","['ɑɹtəfækt', 'ɑɹtəfækt']",['artef@kts'],['artef@kt'],[],[],[],0,1,0,1,0
2544,artisans,"['ɑɹtəzənz', 'ɒɹtəzənz']","['ɑɹtəzən', 'ɑɹtəzən', 'sən', 'ɑɹtəzən']",['artezenz'],"['artezen', 'sen']",[],[],[],0,1,0,1,0
2545,artist,"['ɑɹtəst', 'ɒɹtəst']","['ɑɹtɪst', 'ɑɹtɪst', 'ɑɹtɪst', 'ɑɹtɪst', 'ɑɹtɪst']",['artest'],['art1st'],[],[],[],1,0,0,1,1
2548,artistically,"['ɑɹtɪstɪkli', 'ɒɹtɪstɪkli']","['ɑɹtɪstɪkəli', 'ɑɹtɪstɪkəli', 'ɑɹtɪstɪkəli']",['art1st1kli'],['art1st1keli'],[],[],[],0,0,0,1,0
2549,artistry,"['ɑɹtɪstɹi', 'ɒɹtɪstɹi']","['ɑɹtəstɹi', 'ɑɹtəstɹi']",['art1stri'],['artestri'],[],[],[],0,0,0,1,0
2550,artists,"['ɑɹtɪsts', 'ɒɹtɪsts']","['ɑɹtɪst', 'ɑɹtɪst', 'ɑɹtɪst', 'ɑɹtɪst', 'ɑɹtɪst']",['art1sts'],['art1st'],[],[],[],0,1,0,1,0
