Word,Possible IPA from CMU,Possible IPA from Cambridge
drastically,dɹæstɪkli,dɹæstɪkəli
drawbridge,dɹɔbɹɪdʒ,dɹɑbɹɪdʒ
dries,dɹaɪz,dɹɑɪz
drinkable,dɹɪnkəbəl,dɹɪŋkəbəl dɹɪŋkəbəl
dross,dɹɔs,dɹɑs
ductile,dʌktəl,dʌktɪl
dueling,dulɪŋ,duəlɪŋ
dulcet,dʌlsɛt,dʌlsət
dulcimer,dʌlsɪmɝ dʌlsɪmɚ,dʌlsəmɚ
duodenum,duɑdənəm duɒdənəm,duədinəm
duplicate,dupləkət,dupləkeɪt duplɪkeɪt duplɪkeɪt duplɪkeɪt duplɪkeɪt
duplication,djupləkeɪʃən,dupləkeɪʃən dupləkeɪʃən
duplicitous,duplɪsɪtəs,duplɪsətəs
duplicity,duplɪsɪti,duplɪsəti
dura,dʊɹə,dʊɛɹə
durability,dɝəbɪlɪti dɚəbɪlɪti,dʊɹəbɪləti dʊɹəbɪləti dʊɹəbɪləti
dutiful,dutifəl,dutɪfəl dutɪfəl
dutifully,dutifəli,dutɪfəli
dweller,dwɛlɝ dwɛlɚ,dwɛləɹ
ear,iɹ,ɪɹ ɪɹ ɪəɹ ɪəɹ
earful,iɹfAH2l,ɪəɹfʊl
earmuffs,ɪɹmAH2fs,ɪɹmʌfs ɪəɹmʌfs
earnestly,ɝnəstli ɚnəstli,ɝnɪstli
earnestness,ɝnəstnəs ɚnəstnəs,ɝnɪstnəs
earphones,ɪɹfoʊnz,ɪəɹfoʊnz
earplug,ɪɹplAH2ɡ,ɪɹplʌɡ
easterner,istɝnɝ istɝnɚ istɚnɝ istɚnɚ,istənɚ istənɚ istəɹnəɹ stənəɹ
eatery,itɝi itɚi,itɚɹi
ebullient,ɪbʌljənt,ɪbʊliənt ɪbʊljənt ɪbʌl
eccentric,ɛksɛntɹɪk,ɪksɛntɹɪk ɪksɛntɹɪk ɪksɛntɹɪk ɛk
eccentricity,ɛksəntɹɪsəti,ɛksɛntɹɪsəti ɛksɛntɹɪsəti
ecclesiastical,ɛkliziæstɪkəl,ɪkliziæstɪkəl ɪkliziæstɪkəl
echidna,ɛkɪdnə,ikɪdnə
echinacea,ɛtʃəneɪsiə,ɛkəneɪʃə
ecologically,ikəlɑdʒɪkli ikəlɒdʒɪkli,ikəlɑdʒɪkəli
economic,ɛkənɑmɪk ɛkənɒmɪk,ikənɑmɪk ikənɑmɪk Ikənɑmɪk ɛkə
economical,ɛkənɑmɪkəl ɛkənɒmɪkəl,ikənɑmɪkəl Ikənɑmɪkəl ɛkə
economically,ɛkənɑmɪkli ɛkənɒmɪkli,ikənɑmɪkəli ikənɑmɪkəli nɑmɪ nɑmɪ nɑmɪ
economics,ɛkənɑmɪks ɛkənɒmɪks,ikənɑmɪks Ikənɑmɪks ɛkə
economist,ɪkɑnəmɪst ɪkɒnəmɪst,ikɑnəmɪst ɪkɑnəməst
economize,ɪkɑnəmaɪz ɪkɒnəmaɪz,ikɑnəmaɪz ɪkɑnəmɑɪz
ecstatically,ɛkstætɪkli,ɛkstætɪkəli
ecumenical,ɛkjumɛnɪkəl,ɛkjəmɛnɪkəl ɛkjəmɛnɪkəl
editing,ɛdətɪŋ,ɛdɪtɪŋ
edition,ədɪʃən,ɪdɪʃən ɪdɪʃən ɪdɪʃən ɪdɪʃən ɪdɪʃən
editor,ɛdətɝ ɛdətɚ,ɛdɪtɚ ɛdətəɹ
effeminate,ifɛmɪnət,əfɛmənət
effete,ɛfit,ɪfit ɪfit
efficacy,ɛfɪkæsi,ɛfəkəsi ɛfəkəsi ɛfɪkəsi
effigy,ɛfɪdʒi,ɛfədʒi ɛfədʒi
effrontery,ɪfɹʌntɝi ɪfɹʌntɚi,ɛfɹʌntəɹi
effusive,ɛfjusɪv,ɪfjusɪv ɪfjusɪv zɪv
eggnog,ɛɡnɔɡ,ɛɡnɑɡ
egotist,iɡətɪst,iɡoʊtɪst
egress,ɪɡɹɛs,iɡɹɛs
egret,ɛɡɹət,iɡɹət
eightieth,eɪtiɪθ,eɪtiəθ eɪtiəθ eɪtiəθ
ejaculate,ɪdʒækjuleɪt,idʒækjəleɪt idʒækjəleɪt ɪdʒækjəleɪt ɪdʒækjəleɪt
ejaculation,idʒækjuleɪʃən,idʒækjəleɪʃən idʒækjəleɪʃən
ejection,ɪdʒɛkʃən,idʒɛkʃən
elaborate,ɪlæbɹət,ilæbɚət ɪlæbəɹət
elaborately,ɪlæbɹətli,ilæbɚətli
elaboration,ɪlæbɝeɪʃən ɪlæbɚeɪʃən,ilæbəɹeɪʃən
elating,ɪleɪtɪŋ,ileɪtɪŋ
elation,ɪleɪʃən,ileɪʃən
electoral,ɪlɛktɝəl ɪlɛktɚəl,ilɛktɚəl ɪlɛktəɹəl
electrically,ɪlɛktɹɪkəli,ilɛktɹɪkəli
electrics,ɪlɛktɹɪks,ilɛktɹɪks
electrification,ɪlɛktɹəfɪkeɪʃən,ilɛktɹəfəkeɪʃən
electrify,ɪlɛktɹəfaɪ,ilɛktɹəfaɪ ilɛktɹəfaɪ ɪlɛktɹəfɑɪ ɪlɛktɹəfɑɪ
electrifying,ɪlɛktɹəfaɪɪŋ,ilɛktɹəfaɪɪŋ
electro,ɪlɛktɹoʊ,ilɛktɹoʊ
electrocardiogram,ɪlɛktɹoʊkɑɹdiəɡɹæm ɪlɛktɹoʊkɒɹdiəɡɹæm,ilɛktɹəkɑɹdiəɡɹæm
electrochemical,AH2lɛktɹoʊkɛmɪkəl,ilɛktɹoʊkɛmɪkəl ɪlɛktɹoʊkɛmɪkəl
electrocution,ɪlɛktɹəkjuʃən,ilɛktɹəkjuʃən
electrolysis,ɛlɛktɹɑləsɪs ɛlɛktɹɒləsɪs,ilɛktɹɑləsɪs ilɛktɹɑləsɪs ɪlɛktɹɑləsɪs
electromagnet,ɪlɛktɹoʊmæɡnət,ilɛktɹoʊmæɡnət
electromagnetism,ɪlɛktɹoʊmæɡnətɪzəm,ilɛktɹoʊmæɡnətɪzəm
electronically,ɪlɛktɹɑnɪkəli ɪlɛktɹɒnɪkəli,ilɛktɹɑnɪkəli
electroplate,ɪlɛktɹəpleɪt,ilɛktɹoʊpleɪt
elegantly,ɛlɪɡəntli,ɛləɡəntli ɛləɡəntli
elephantine,ɛləfæntin,ɛləfæntaɪn
eligibility,ɛlɪdʒəbɪlɪti,ɛlədʒəbɪləti
elimination,ɪlɪməneɪʃən,ilɪməneɪʃən
elitism,ɛlɪtɪzəm,ilitɪzəm
elitist,eɪlitɪst,ilitɪst ɪlitɪst
elixir,ɪlɪksɝ ɪlɪksɚ,ilɪksɚ
elongate,ɪlɔŋɡeɪt,ɪlɑŋɡeɪt
elongated,ɪlɔŋɡeɪtəd,ɪlɑŋɡeɪtɪd ɪlɔŋɡeɪtɪd
elongation,ilɔŋɡeɪʃən,ɪlɑŋɡeɪʃən
elucidate,ɪlusədeɪt,ilusədeɪt ɪlusɪdeɪt
elusive,ɪlusɪv,ilusɪv
emancipated,ɪmænsəpeɪtɪd,imænsəpeɪtɪd ɪmænsəpeɪtəd
emasculate,əmæskjulɪt,ɪmæskjəleɪt ɪmæskjəleɪt ɪmæskjəleɪt
embalm,ɛmbɑm ɛmbɒm,ɪmbɑm
embankment,ɛmbæŋkmənt,ɪmbæŋkmənt ɪmbæŋkmənt
embargo,ɛmbɑɹɡoʊ ɛmbɒɹɡoʊ,ɪmbɑɹɡoʊ ɪmbɑɹɡoʊ
embark,ɛmbɑɹk ɛmbɒɹk,ɪmbɑɹk ɪmbɑɹk
embattled,ɛmbætəld,ɪmbætəld ɪmbætəld
embedded,ɛmbɛdɪd,ɪmbɛdɪd ɪmbɛdɪd ɪmbɛdɪd ɪmbɛdɪd
embellishment,ɛmbɛlɪʃmənt,ɪmbɛlɪʃmənt ɪmbɛlɪʃmənt
embezzlement,ɛmbɛzəlmənt,ɪmbɛzəlmənt
embezzler,ɪmbɛzəlɝ ɪmbɛzəlɚ,ɪmbɛzlɚ
embitter,ɛmbɪtɝ ɛmbɪtɚ,ɪmbɪtɚ ɪmbɪtəɹ
embittered,ɛmbɪtɝd ɛmbɪtɚd,ɪmbɪtɚd
emblazoned,ɛmbleɪzənd,ɪmbleɪzənd
embolden,ɛmboʊldən,ɪmboʊldən ɪmboʊldən
embolism,ɛmboʊlɪzəm,ɛmbəlɪzəm
emboss,ɪmbɔs,ɪmbɑs
embrace,ɛmbɹeɪs,ɪmbɹeɪs ɪmbɹeɪs ɪmbɹeɪs ɪmbɹeɪs ɪmbɹeɪs
embroidery,ɛmbɹɔɪdɝi ɛmbɹɔɪdɚi,ɪmbɹɔɪdɚi ɪmbɹɔɪdɚi ɪmbɹɔɪdɚi ɪmbɹɔɪdəɹi
embroil,ɛmbɹɔɪl,ɪmbɹɔɪl ɪmbɹɔɪl
emerald,ɛmɹəld,ɛməɹəld ɛməɹəld ɛməɹəld
emetic,ɪmɛtɪk,imɛtɪk
emir,ɪmɪɹ,ɛmɪɹ
emission,ɪmɪʃən,imɪʃən imɪʃən imɪʃən
emit,ɪmɪt,imɪt imɪt
emotionalism,imoʊʃənəlɪzəm,ɪmoʊʃənəlɪzəm
emotionally,ɪmoʊʃnəli,ɪmoʊʃənəli ɪmoʊʃənəli
empire,ɛmpaɪɝ ɛmpaɪɚ,ɛmpaɪɹ ɛmpaɪɹ ɛmpɑɪəɹ
empiricist,ɪmpɪɹəsəst,ɛmpɪɹəsɪst
employ,ɛmplɔɪ,ɪmplɔɪ ɪmplɔɪ ɪmplɔɪ ɪmplɔɪ
employable,ɛmplɔɪəbəl,ɪmplɔɪəbəl
employee,ɛmplɔɪi,ɪmplɔɪi ɪmplɔɪi
employer,ɛmplɔɪɝ ɛmplɔɪɚ,ɪmplɔɪɚ ɪmplɔɪəɹ
employment,ɛmplɔɪmənt,ɪmplɔɪmənt ɪmplɔɪmənt ɪmplɔɪmənt ɪmplɔɪmənt
emporium,ɛmpɔɹiəm,ɪmpɔɹiəm
empower,ɪmpaʊɝ ɪmpaʊɚ,paʊɹ ɪmpɑʊəɹ pɑʊəɹ ɪmpɑʊəɹ pɑʊəɹ
empowering,ɪmpaʊɝɪŋ ɪmpaʊɚɪŋ,paʊɹɪŋ
empress,ɛmpɹɛs,ɛmpɹəs
enable,ɛneɪbəl,ɪneɪbəl ɪneɪbəl ɪneɪbəl
enabled,ɛneɪbəld,ɪneɪbəld ɪneɪbəld
enabler,ɛneɪbəlɝ ɛneɪbəlɚ,ɪneɪblɚ ɪneɪblɚ
enactment,ɛnæktmənt,ɪnæktmənt ɪnæktmənt ɪnæktmənt
enamored,ɛnæmɝd ɛnæmɚd,ɪnæmɚd ɪnæməɹd
encampment,ɪnkæmpmɪnt,ɪnkæmpmənt
encapsulate,ɛnkæpsəleɪt,ɪnkæpsjəleɪt
encase,ɛnkeɪs,ɪnkeɪs ɪnkeɪs
encephalopathy,ɛnsɛfəlɔpəθi,ɛnsɛfəlɑpəθi
enchant,ɛntʃænt,ɪntʃænt ɪntʃænt ɪntʃænt ɪntʃænt
enchanted,ɛntʃæntɪd,ɪntʃæntɪd ɪntʃæntɪd
enchanter,ɛntʃæntɝ ɛntʃæntɚ,ɪntʃæntɚ
enchanting,ɛntʃæntɪŋ,ɪntʃæntɪŋ ɪntʃæntɪŋ
enchantment,ɛntʃæntmənt,ɪntʃæntmənt ɪntʃæntmənt ɪntʃæntmənt ɪntʃæntmənt
encircle,ɛnsɝkəl ɛnsɚkəl,ɪnsɝkəl ɪnsɜɹkəl
enclave,ɑnkleɪv ɒnkleɪv,ɑŋkleɪv ɛnkleɪv ɑn
enclosed,ɛnkloʊzd,ɪnkloʊzd ɪnkloʊzd ɪnkloʊzd
enclosure,ɛnkloʊʒɝ ɛnkloʊʒɚ,ɪnkloʊʒɚ ɪnkloʊʒɚ ɪnkloʊʒɚ ɪnkloʊʒəɹ ɪnkloʊʒəɹ
encode,ɛnkoʊd,ɪnkoʊd ɪnkoʊd koʊd
encompass,ɛnkʌmpəs,ɪnkʌmpəs ɪnkʌmpəs
encourage,ɛnkɝɪdʒ ɛnkɚɪdʒ,ɪnkɝɪdʒ ɪnkɝɪdʒ ɪnkɜɹɪdʒ kʌɹɪdʒ ɪnkɜɹɪdʒ kʌɹɪdʒ
encouraged,ɛnkɝɪdʒd ɛnkɚɪdʒd,ɪnkɝɪdʒd
encouragement,ɛnkɝɪdʒmənt ɛnkɚɪdʒmənt,ɪnkɝɪdʒmənt ɪnkɝɪdʒmənt
encouraging,ɛnkɝɪdʒɪŋ ɛnkɚɪdʒɪŋ,ɪnkɝɪdʒɪŋ
encroachment,ɛnkɹoʊtʃmənt,ɪnkɹoʊtʃmənt ɪnkɹoʊtʃmənt
encrusted,ɛnkɹʌstɪd,ɪnkɹʌstɪd ɪnkɹʌstɪd
encrypt,ɛnkɹɪpt,ɪnkɹɪpt ɪnkɹɪpt
encryption,ɛnkɹɪpʃən,ɪnkɹipʃən
encumbered,ɛnkʌmbɝd ɛnkʌmbɚd,ɪnkʌmbəɹ
endanger,ɛndeɪndʒɝ ɛndeɪndʒɚ,ɪndeɪndʒɚ ɪndeɪndʒəɹ
endangered,ɛndeɪndʒɝd ɛndeɪndʒɚd,ɪndeɪndʒɚd
endearing,ɛndiɹɪŋ,ɪndɪɹɪŋ ɪndɪəɹɪŋ
endeavor,ɪndɛvɝ ɪndɛvɚ,ɛndɛvɚ ɪndɛvəɹ
endeavour,ɪndɛvɝ ɪndɛvɚ,ɛndɛvɚ
endive,ɛndɪv,ɛndaɪv ɛndaɪv ɛndɑɪv ɑndiv
endocrine,ɛndoʊkɹaɪn,ɛndəkɹɪn ɛndəkɹɪn kɹin
endocrinologist,ɛndoʊkɹənɑlədʒəst ɛndoʊkɹənɒlədʒəst,ɛndoʊkɹɪnɑlədʒɪst
endocrinology,ɛndoʊkɹənɑlədʒi ɛndoʊkɹənɒlədʒi,ɛndoʊkɹɪnɑlədʒi
endogenous,ɛndɔdʒɛnəs,ɛndɑdʒənəs
endorse,ɛndɔɹs,ɪndɔɹs ɪndɔɹs ɪndɔɹs ɪndɔɹs ɪndɔɹs ɪndɔɹs ɪndɔɹs
endorsement,ɛndɔɹsmənt,ɪndɔɹsmənt ɪndɔɹsmənt ɪndɔɹsmənt ɪndɔɹsmənt ɪndɔɹsmənt ɪndɔɹsmənt
endoscopy,ɛndɔskɑpi ɛndɔskɒpi,ɛndɑskəpi
endow,ɛndaʊ,ɪndaʊ ɪndɑʊ
endowment,ɛndaʊmənt,ɪndaʊmənt ɪndaʊmənt ɪndɑʊmənt ɪndaʊmənt ɪndaʊmənt ɪndaʊmənt
endurance,ɛndɝəns ɛndɚəns,ɪndʊɹəns ɪndʊəɹəns
endure,ɛndjʊɹ,ɪndʊɹ ɪndʊɹ ɪndʊɹ
enduring,ɛndjʊɹɪŋ,ɪndʊɹɪŋ ɪndʊəɹɪŋ
energetically,ɛnɝdʒɛtɪkli ɛnɚdʒɛtɪkli,ɛnɚdʒɛtɪkəli
enfeebled,ɛnfibəld,ɪnfibəld
enforce,ɛnfɔɹs,ɪnfɔɹs ɪnfɔɹs foʊɹs fɔɹs fɔɹs
enforceable,ɛnfɔɹsəbəl,ɪnfɔɹsəbəl fɔɹ
enforcement,ɛnfɔɹsmənt,ɪnfɔɹsmənt fɔɹs
enforcer,ɛnfɔɹsɝ ɛnfɔɹsɚ,ɪnfɔɹsɚ ɪnfɔɹsɚ
engagement,ɛnɡeɪdʒmənt,ɪnɡeɪdʒmənt ɪnɡeɪdʒmənt ɪnɡeɪdʒmənt ɪnɡeɪdʒmənt ɪnɡeɪdʒmənt ɪnɡeɪdʒmənt ɪnɡeɪdʒmənt ɪnɡeɪdʒmənt ɪnɡeɪdʒmənt
engender,ɛndʒɛndɝ ɛndʒɛndɚ,ɪndʒɛndɚ ɪndʒɛndəɹ
engineer,ɛndʒənɪɹ,ɛndʒɪnɪɹ ɛndʒɪnɪɹ ɛndʒɪnɪɹ ɛndʒənɪəɹ ɛndʒənɪəɹ
engineering,ɛndʒənɪɹɪŋ,ɛndʒɪnɪɹɪŋ ɛndʒənɪəɹɪŋ
enhance,ɛnhæns,ɪnhæns ɪnhæns
enhanced,ɛnhænst,ɪnhænst ɪnhænst
enhancement,ɛnhænsmənt,ɪnhænsmənt ɪnhænsmənt
enhancer,ɛnhænsɝ ɛnhænsɚ,ɪnhænsɚ
enjoin,ɛndʒɔɪn,ɪndʒɔɪn ɪndʒɔɪn ɪndʒɔɪn ɪndʒɔɪn
enjoy,ɛndʒɔɪ,ɪndʒɔɪ ɪndʒɔɪ ɪndʒɔɪ ɪndʒɔɪ ɪndʒɔɪ
enjoyable,ɛndʒɔɪəbəl,ɪndʒɔɪəbəl ɪndʒɔɪəbəl
enjoyment,ɛndʒɔɪmənt,ɪndʒɔɪmənt ɪndʒɔɪmənt ɪndʒɔɪmənt
enlarge,ɛnlɑɹdʒ ɛnlɒɹdʒ,ɪnlɑɹdʒ ɪnlɑɹdʒ ɪnlɑɹdʒ ɪnlɑɹdʒ
enlargement,ɛnlɑɹdʒmənt ɛnlɒɹdʒmənt,ɪnlɑɹdʒmənt ɪnlɑɹdʒmənt
enlarger,ɛnlɑɹɡɝ ɛnlɑɹɡɚ ɛnlɒɹɡɝ ɛnlɒɹɡɚ,ɪnlɑɹdʒɚ
enlighten,ɛnlaɪtən,ɪnlaɪtən ɪnlɑɪtən
enlightened,ɛnlaɪtənd,ɪnlaɪtənd ɪnlaɪtənd ɪnlɑɪtənd ɪnlɑɪtənd
enlightening,ɛnlaɪtənɪŋ,ɪnlaɪtənɪŋ
enlightenment,ɛnlaɪtənmənt,ɪnlaɪtənmənt ɪnlaɪtənmənt ɪnlɑɪtənmənt ɪnlɑɪtənmənt
enlist,ɛnlɪst,ɪnlɪst ɪnlɪst ɪnlɪst ɪnlɪst ɪnlɪst
enlisted,ɛnlɪstɪd,ɪnlɪstɪd
enlistment,ɛnlɪstmənt,ɪnlɪstmənt ɪnlɪstmənt
enliven,ɛnlaɪvən,ɪnlaɪvən ɪnlɑɪvən
ennui,ɛnui,ɑnwi
enquire,ɪnkwaɪɝ ɪnkwaɪɚ,ɪnkwaɪɹ
enquiry,ɪnkwaɪɹi,ɪnkwəɹi
enrage,ɛnɹeɪdʒ,ɪnɹeɪdʒ ɪnɹeɪdʒ
enrapture,ɛnɹæptʃɝ ɛnɹæptʃɚ,ɪnɹæptʃɚ
enraptured,ɛnɹæptʃɝd ɛnɹæptʃɚd,ɪnɹæptʃɚd
enrich,ɛnɹɪtʃ,ɪnɹɪtʃ ɪnɹɪtʃ ɪnɹɪtʃ ɪnɹɪtʃ ɪnɹɪtʃ
enrichment,ɛnɹɪtʃmənt,ɪnɹɪtʃmənt ɪnɹɪtʃmənt ɪnɹɪtʃmənt
enroll,ɛnɹoʊl,ɪnɹoʊl ɪnɹoʊl
enshrine,ɛnʃɹaɪn,ɪnʃɹaɪn ɪnʃɹɑɪn
enslave,ɛnsleɪv,ɪnsleɪv ɪnsleɪv ɪnsleɪv ɪnsleɪv
enslavement,ɛnsleɪvmənt,ɪnsleɪvmənt ɪnsleɪvmənt ɪnsleɪvmənt
ensuing,ɛnsuɪŋ,ɪnsuɪŋ ɪnsuɪŋ
ensure,ɛnʃʊɹ,ɪnʃʊɹ ɪnʃʊəɹ
entail,ɛnteɪl,ɪnteɪl ɪnteɪl
entangle,ɛntæŋɡəl,ɪntæŋɡəl ɪntæŋɡəl
entanglement,ɛntæŋɡəlmənt,ɪntæŋɡəlmənt ɪntæŋɡəlmənt ɪntæŋɡəlmənt ɪntæŋɡəlmənt
enthral,ɛnθɹɔl,ɪnθɹɑl
enthusiast,ɛnθuziæst,ɪnθuziæst ɪnθuziæst əst
enthusiastically,ɪnθuziæstɪkli,ɪnθuziæstɪkəli
enticing,ɛntaɪsɪŋ,ɪntaɪsɪŋ
entire,ɪntaɪɝ ɪntaɪɚ,ɪntaɪɹ ɪntɑɪəɹ
entirely,ɪntaɪɝli ɪntaɪɚli,ɪntaɪɹli
entitle,ɛntaɪtəl,ɪntaɪtəl ɪntaɪtəl ɪntɑɪtəl ɪntɑɪtəl
entitled,ɛntaɪtəld,ɪntaɪtəld
entitlement,ɛntaɪtəlmənt,ɪntaɪtəlmənt ɪntaɪtəlmənt ɪntɑɪtəlmənt
entomb,ɛntum,ɪntum
entomologist,ɛntəmɑlədʒəst ɛntəmɒlədʒəst,ɛntəmɑlədʒɪst
entrails,ɛntɹəlz,ɛntɹeɪlz
entreaty,ɛntɹiti,ɪntɹiti
entrenched,ɛntɹɛntʃt,ɪntɹɛntʃt ɪntɹɛntʃt
entrepreneurial,ɑntɹəpɹənɝiəl ɑntɹəpɹənɚiəl ɒntɹəpɹənɝiəl ɒntɹəpɹənɚiəl,ɑntɹəpɹənʊɹiəl ɑntɹəpɹənɝi
entrust,ɛntɹʌst,ɪntɹʌst ɪntɹʌst
entwine,ɛntwaɪn,ɪntwaɪn ɪntwɑɪn
entwined,ɛntwaɪnd,ɪntwaɪnd
enumeration,ɪnumɝeɪʃən ɪnumɚeɪʃən,ɪnuməɹeɪʃən
environment,ɪnvaɪɹənmənt,ɪnvaɪɹəmənt ɪnvɑɪɹənmənt vɑɪəɹn ɪnvɑɪɹənmənt vɑɪəɹn
environmental,ɪnvaɪɹənmɛntəl,ɪnvaɪɹəmɛntəl ɪnvɑɪɹənmɛntəl vɑɪəɹn
environmentalism,ɛnvaɪɹənmɛntəlɪzəm,ɪnvaɪɹəmɛntəlɪzəm vaɪɹəmɛnṱəl
environmentalist,ɪnvaɪɹənmɛntəlɪst,ɪnvaɪɹəmɛntəlɪst ɪnvɑɪɹənmɛntəlɪst vɑɪəɹn
environmentally,ɪnvaɪɹənmɛntəli,ɪnvaɪɹəmɛntəli
envisage,ɛnvɪzɪdʒ,ɪnvɪzɪdʒ ɪnvɪzɪdʒ
envision,ɛnvɪʒən,ɪnvɪʒən ɪnvɪʒən
enzymatic,ɛnzaɪmætɪk,ɛnzɪmætɪk
epicure,ɛpɪkjʊɹ,ɛpəkjʊɹ
epidemiological,ɛpɪdimiəlɑdʒɪkəl ɛpɪdimiəlɒdʒɪkəl,ɛpədimiəlɑdʒkəl
epidemiology,ɛpədɛmiɑlədʒi ɛpədɛmiɒlədʒi,ɛpədimiɑlədʒi
epidermal,ɛpɪdɝməl ɛpɪdɚməl,ɛpədɝməl
epidermis,ɛpɪdɝməs ɛpɪdɚməs,ɛpədɝmɪs ɛpɪdɜɹməs
epidural,ɛpɪdɝəl ɛpɪdɚəl,ɛpədʊɹəl
epilepsy,ɛpɪlɛpsi,ɛpəlɛpsi ɛpəlɛpsi
epileptic,ɛpɪlɛptɪk,ɛpəlɛptɪk
epilogue,ɛpɪlɔɡ,ɛpəlɑɡ ɛpəlɑɡ lɔɡ
episode,ɛpɪsoʊd,ɛpəsoʊd ɛpəsoʊd ɛpəsoʊd ɛpəsoʊd ɛpəsoʊd ɛpəsoʊd
epistemic,ɛpɪstɛmɪk,ɛpəstimɪk
epithelial,ɛpɪθɛljəl,ɛpɪθiliəl
equanimity,ikwənɪmɪti,ɛkwənɪməti ɛkwənɪmɪti ikwə
equatorial,ikwətɔɹiəl,ɛkwətɔɹiəl ɛkwətɔɹiəl Ikwə
equine,ikwaɪn,ɛkwaɪn
equitable,ɛkwətəbəl,ɛkwɪtəbəl ɛkwɪtəbəl
ergo,ɝɡoʊ ɚɡoʊ,ɛɹɡoʊ
ergonomically,ɝɡənɑmɪkli ɝɡənɒmɪkli ɚɡənɑmɪkli ɚɡənɒmɪkli,ɝɡənɑmɪkəli
ermine,ɝmən ɚmən,ɝmɪn
eroticism,ɝɑtɪsɪzəm ɝɒtɪsɪzəm ɚɑtɪsɪzəm ɚɒtɪsɪzəm,ɪɹɑtəsɪzəm
erratically,ɛɹætɪkli,ɪɹætɪkəli
erroneous,ɛɹoʊniəs,əɹoʊniəs ɪɹoʊniəs
erroneously,ɛɹoʊniəsli,əɹoʊniəsli
ersatz,ɛɹsɑts ɛɹsɒts,ɛɹzɑts
erudite,ɛɹədaɪt,ɛɹjədaɪt ɛɹjədɑɪt
erudition,ɛɹədɪʃən,ɛɹjudɪʃən
eruption,iɹʌpʃən,ɪɹʌpʃən ɪɹʌpʃən ɪɹʌpʃən ɪɹʌpʃən ɪɹʌpʃən
especial,əspɛʃəl,ɪspɛʃəl
especially,əspɛʃli,ɪspɛʃəli ɪspɛʃəli ɪspɛʃəli
espionage,ɛspiənɑdʒ ɛspiənɒdʒ,ɛspiənɑʒ ɛspiənɑʒ
espouse,ɪspaʊz,ɛspaʊz ɪspɑʊz
espy,ɛspi,ɛspaɪ
essential,ɛsɛnʃəl,ɪsɛnʃəl ɪsɛnʃəl ɪsɛnʃəl ɪsɛnʃəl
essentially,ɛsɛnʃəli,ɪsɛnʃəli
estate,ɛsteɪt,ɪsteɪt ɪsteɪt ɪsteɪt ɪsteɪt ɪsteɪt ɪsteɪt ɪsteɪt ɪsteɪt
esteem,ɛstim,ɪstim ɪstim
esteemed,ɛstimd,ɪstim
esthetically,ɛsθɛtɪkli,ɛsθɛtɪkəli
estimated,ɛstəmeɪtəd,ɛstəmeɪtɪd ṱɪd
estrange,ɛstɹeɪndʒ,ɪstɹeɪndʒ ɪstɹeɪndʒ
estranged,ɛstɹeɪndʒd,ɪstɹeɪndʒd ɪstɹeɪndʒd ɪstɹeɪndʒd
ethereal,ɪθɪɹiəl,iθɪɹiəl ɪθɪəɹiəl
ethnically,ɛθnɪkli,ɛθnɪkəli
ethnographic,ɛθnəɡɹæfɪk,ɛθnoʊɡɹæfɪk
etymological,ɛtəməlɑdʒəkəl ɛtəməlɒdʒəkəl,ɛtɪməlɑdʒɪkəl
euphemistically,jufəmɪstɪkli,jufəmɪstɪkəli
euro,juɹoʊ,jʊɹoʊ jʊəɹoʊ
evacuate,ɪvækjəeɪt,ɪvækjueɪt ɪvækjueɪt ɪvækjueɪt ɪvækjueɪt
evacuation,ɪvækjəweɪʃən,ɪvækjueɪʃən ɪvækjueɪʃən
evangelistic,ivændʒəlɪstɪk,ɪvændʒəlɪstɪk ɪvændʒəlɪstɪk
evaporate,ɪvæpɝeɪt ɪvæpɚeɪt,ɪvæpəɹeɪt ɪvæpəɹeɪt ɪvæpəɹeɪt ɪvæpəɹeɪt
evaporation,ɪvæpɝeɪʃən ɪvæpɚeɪʃən,ɪvæpəɹeɪʃən ɪvæpəɹeɪʃən ɪvæpəɹeɪʃən
evasive,ɪveɪzɪv,ɪveɪsɪv ɪveɪsɪv ɪveɪsɪv
even,ivɪn,ivən ivən ivən ivən ivən ivən ivən
eventual,əvɛntʃuəl,ɪvɛntʃuəl ɪvɛntʃuəl
eventuality,əvɛntʃuælɪti,ɪvɛntʃuæləti ɪvɛntʃuæləti
eventually,ɪvɛntʃəwəli,ɪvɛntʃuəli
every,ɛvɝi ɛvɚi,ɛvɹi ɛvɹi ɛvɹi ɛvɹi ɛvɹi ɛvɹi
everyman,ɛvɹimən,ɛvɹimæn
everyone,ɛvɹiwAH2n,ɛvɹiwʌn ɛvɹiwʌn
evidenced,ɛvɪdənst,ɛvədənst
eviscerate,əvɪsɝeɪt əvɪsɚeɪt,ɪvɪsəɹeɪt
evocation,ivoʊkeɪʃən,ɛvəkeɪʃən
exaggerate,ɪɡzædʒɝeɪt ɪɡzædʒɚeɪt,ɪɡzædʒəɹeɪt ɪɡzædʒəɹeɪt
exaggerated,ɪɡzædʒɝeɪtəd ɪɡzædʒɚeɪtəd,ɪɡzædʒəɹeɪtɪd
exaggeration,ɪɡzædʒɝeɪʃən ɪɡzædʒɚeɪʃən,ɪɡzædʒəɹeɪʃən
exalted,ɪɡzɔltɪd,ɪɡzɑltɪd ɪɡzɑltɪd
