Word,Pronunciation
sporty," ˈspɔːrt̬i ˈspɔːrt̬i ˈspɔːrt̬i ˈspɔrt̬·i, ˈspoʊrt̬·i"
spot, spɑːt spɑːt spɑːt spɑːt spɑːt spɑːt spɑt spɑt spɑt spɑt spɑt spɑt
spotless, ˈspɑːtləs ˈspɑt·ləs ˈspɑt·ləs
spotlight, ˈspɑːtlaɪt ˈspɑtˌlɑɪt
spotted, ˈspɑːt̬ɪd
spotter, ˈspɑːt̬ɚ ˈspɑːt̬ɚ ˈspɑːt̬ɚ ˈspɑːt̬ɚ ˈspɑːt̬ɚ
spotty, ˈspɑːt̬i ˈspɑːt̬i
spousal, ˈspaʊzəl
spouse, spaʊs spɑʊs
spout, spaʊt spaʊt spɑʊt spɑʊt
sprain, spreɪn spreɪn
sprang, spræŋ spræŋ
sprawl, sprɑːl sprɑːl sprɔl
sprawled, sprɑːld
sprawling, ˈsprɑːlɪŋ ˈsprɔ·lɪŋ
spray, spreɪ spreɪ spreɪ spreɪ spreɪ spreɪ
sprayer, ˈspreɪɚ
spread, spred spred spred spred spred spred spred spred spred spred spred spred
spreader, ˈspredɚ ˈspredɚ ˈspredɚ ˈspredɚ
spreadsheet, ˈspredʃiːt
spree, spriː spri
sprightly, ˈspraɪtli
spring, sprɪŋ sprɪŋ sprɪŋ sprɪŋ sprɪŋ sprɪŋ sprɪŋ
springboard," ˈsprɪŋbɔːrd ˈsprɪŋbɔːrd ˈsprɪŋˌbɔrd, -ˌboʊrd ˈsprɪŋˌbɔrd, -ˌboʊrd"
springtime, ˈsprɪŋtaɪm ˈsprɪŋˌtɑɪm
sprinkle, ˈsprɪŋkəl ˈsprɪŋ·kəl ˈsprɪŋ·kəl
sprinkler, ˈsprɪŋkəlɚ ˈsprɪŋkəlɚ ˈsprɪŋ·klər
sprinkling, ˈsprɪŋkəlɪŋ
sprint, sprɪnt sprɪnt
sprinter, ˈsprɪnt̬ɚ
sprite, spraɪt
sprocket, ˈsprɑːkɪt ˌwiːl
sprout, spraʊt spraʊt sprɑʊt
spruce, spruːs sprus
sprung, sprʌŋ sprʌŋ
spry, spraɪ sprɑɪ
spud, spʌd spʌd
spun, spʌn spʌn
spunk, spʌŋk spʌŋk spʌŋk spʌŋk
spunky, ˈspʌŋki ˈspʌŋki
spur, spɝː spɝː spɜr
spurge, spɝːdʒ
spurious, ˈspjʊriəs ˈspjʊər·i·əs
spurn, spɝːn spɜrn
spurt, spɝːt spɝːt spɜrt
sputter, ˈspʌt̬ɚ ˈspʌt̬ɚ ˈspʌt̬ɚ ˈspʌt̬·ər ˈspʌt̬·ər
sputum, ˈspjuːt̬əm
spy, spaɪ spɑɪ
spyglass, ˈspaɪɡlæs
spyware, ˈspaɪwer ˈspɑɪˌweər -wer
squabble, ˈskwɑːbəl ˈskwɑb·əl
squad, skwɑːd skwɑːd skwɑːd skwɑd
squadron, ˈskwɑːdrən ˈskwɑd·rən
squalid, ˈskwɑːlɪd ˈskwɑːlɪd ˈskwɑl·ɪd
squall, skwɑːl skwɑːl skwɔl
squalor, ˈskwɑːlɚ
squander, ˈskwɑːndɚ ˈskwɑn·dər
square, skwer skwer skwer skwer skwer skwer skwer skweər skweər skweər skweər
squared, skwerd
squarely, ˈskwer ˈskwer ˈskweər·li ˈskweər·li
squash," skwɑːʃ skwɑːʃ skwɑːʃ skwɑʃ, skwɔʃ skwɑʃ, skwɔʃ"
squashy, ˈskwɑːʃi
squat, skwɑːt skwɑːt skwɑt
squatter, ˈskwɑːt̬ɚ ˈskwɑːt̬ɚ ˈskwɑt̬·ər
squatty, ˈskwɑːt̬i ˈskwɑːt̬i
squawk, skwɑːk skwɑːk skwɑːk skwɔk skwɔk
squeak, skwiːk skwiːk skwik skwik
squeaker, ˈskwiːkɚ ˈskwiːkɚ
squeaky, ˈskwiːki ˈskwiːki ˈskwi·ki
squeal, skwiːl skwiːl skwiːl skwil skwil
squeamish, ˈskwiːmɪʃ ˈskwi·mɪʃ
squeegee, ˈskwiːdʒiː
squeeze, skwiːz skwiːz skwiːz skwiːz skwiz skwiz
squelch, skweltʃ skweltʃ skweltʃ skweltʃ
squid, skwɪd skwɪd
squiggle, ˈskwɪɡəl ˈskwɪɡ·əl
squint, skwɪnt skwɪnt skwɪnt
squire, skwaɪr skwaɪr skwɑɪər
squirm, skwɝːm skwɝːm ˈskwɜrm
squirrel, ˈskwɝːəl ˈskwɜr·əl
squirt, skwɝːt skwɝːt skwɜrt
squishy, ˈskwɪʃi ˈskwɪʃi ˈskwɪʃi ˈskwɪʃ·i
stab, stæb stæb stæb
stabbing, ˈstæbɪŋ ˈstæb·ɪŋ
stability, stəˈbɪlət̬i stəˈbɪl·ɪ·t̬i
stabilization, ˌsteɪbələˈzeɪʃən
stabilize, ˈsteɪbəlaɪz ˈsteɪbəlaɪz ˈsteɪ·bəˌlɑɪz
stabilizer, ˈsteɪbəlaɪzɚ ˈsteɪbəlaɪzɚ ˈsteɪbəlaɪzɚ
stable, ˈsteɪbəl ˈsteɪbəl ˈsteɪbəl ˈsteɪ·bəl
staccato, stəˈkɑːt̬oʊ stəˈkɑːt̬oʊ stəˈkɑt̬·oʊ stəˈkɑt̬·oʊ
stack, stæk stæk stæk stæk stæk stæk stæk stæk
stacked, stækt stækt
stacker, ˈstækɚ ˈstækɚ ˈstækɚ ˈstækɚ ˈstækɚ
stadium, ˈsteɪdiəm ˈsteɪ·di·əm
staff, stæf stæf stæf stæf stæf stæf stæf
staffer, ˈstæfɚ ˈstæf·ər ˈstæfər
staffing, ˈstæfɪŋ ˈstæfɪŋ
stag, stæɡ stæɡ stæɡ stæɡ
stage, steɪdʒ steɪdʒ steɪdʒ steɪdʒ steɪdʒ steɪdʒ steɪdʒ
stagecoach, ˈsteɪdʒkoʊtʃ ˈsteɪdʒˌkoʊtʃ
stagehand, ˈsteɪdʒhænd
stagger, ˈstæɡɚ ˈstæɡɚ ˈstæɡɚ ˈstæɡɚ ˈstæɡ·ər ˈstæɡ·ər
staggered, ˈstæɡɚd ˈstæɡ·ərd
staggering, ˈstæɡɚɪŋ ˈstæɡ·ər·ɪŋ
staggeringly, ˈstæɡɚɪŋli
staging, ˈsteɪdʒɪŋ ˈsteɪdʒɪŋ ˈsteɪdʒɪŋ ˈsteɪ·dʒɪŋ
stagnant, ˈstæɡnənt ˈstæɡnənt ˈstæɡ·nənt ˈstæɡ·nənt
stagnate, ˈstæɡneɪt ˈstæɡneɪt ˈstæɡ·neɪt ˈstæɡneɪt
stagnation, stæɡˈneɪʃən stæɡˈneɪʃən
staid, steɪd steɪd
stain, steɪn steɪn steɪn steɪn steɪn steɪn
stainless, ˈsteɪnləs ˈsteɪnləs
stair, ster ster steər
staircase, ˈsterkeɪs ˈsteərˌkeɪs
stairs, steərz
stairway, ˈsterweɪ ˈsteərˌweɪ
stairwell, ˈsterwel
stake, steɪk steɪk steɪk steɪk steɪk steɪk steɪk
stakeout, ˈsteɪkaʊt ˈsteɪkˌɑʊt
stale, steɪl steɪl steɪl steɪl
stalemate, ˈsteɪlmeɪt ˈsteɪlmeɪt ˈsteɪlˌmeɪt
stalk, stɑːk stɑːk stɔk
stalker, ˈstɑːkɚ ˈstɑːkɚ ˈstɔ·kər
stalking, ˈstɑːkɪŋ ˈstɔ·kɪŋ
stall, stɑːl stɑːl stɑːl stɔl stɔl
stallion, ˈstæljən ˈstæl·jən
stalwart, ˈstɑːlwɚt ˈstɑːlwɚt ˈstɔl·wərt
stamina, ˈstæmənə ˈstæm·ə·nə
stammer, ˈstæmɚ ˈstæm·ər
stamp, stæmp stæmp stæmp stæmp stæmp stæmp
stamped, stæmpt
stampede, stæmˈpiːd stæmˈpiːd stæmˈpid
stance, stæns stæns stæns stæns
stanch," stɑːntʃ stɔntʃ, stɑntʃ"
stand, stænd stænd stænd stænd stænd stænd stænd stænd stænd stænd stænd stænd stænd stænd stænd
standard, ˈstændɚd ˈstændɚd ˈstændɚd ˈstændɚd ˈstændɚd ˈstændɚd ˈstæn·dərd ˈstæn·dərd
standardization, ˌstændɚdəˈzeɪʃən
standardize, ˈstændɚdaɪz ˈstæn·dərˌdɑɪz
standby, ˈstændbaɪ ˈstændbaɪ ˈstændˌbɑɪ ˈstændˌbɑɪ
standing, ˈstændɪŋ ˈstændɪŋ ˈstæn·dɪŋ ˈstæn·dɪŋ
standoff, ˈstændɑːf ˈstændˌɔf
standout, ˈstændaʊt ˈstændˌɑʊt
standpoint, ˈstændpɔɪnt ˈstændˌpɔɪnt
stands, stændz
standstill, ˈstændstɪl ˈstændˌstɪl
stank, stæŋk stæŋk
stanza, ˈstænzə ˈstæn·zə
staph, stæf
staphylococcus, ˌstæfələˈkɑːkəs
staple, ˈsteɪpəl ˈsteɪpəl ˈsteɪpəl ˈsteɪ·pəl ˈsteɪ·pəl ˈsteɪ·pəl
stapler, ˈsteɪplɚ ˈsteɪ·plər
star, stɑːr stɑːr stɑːr stɑːr stɑːr stɑːr stɑr stɑr stɑr stɑr stɑr stɑr stɑr
starboard, ˈstɑːrbɚd ˈstɑr·bərd
starch, stɑːrtʃ stɑːrtʃ stɑrtʃ stɑrtʃ stɑrtʃ
starchy, ˈstɑːrtʃi ˈstɑːrtʃi ˈstɑr·tʃi
stardom, ˈstɑːrdəm ˈstɑrd·əm
stardust, ˈstɑːrdʌst
stare, ster steər
starfish, ˈstɑːrfɪʃ ˈstɑr·fɪʃ
stargazer, ˈstɑːrˌɡeɪzɚ ˈstɑːrˌɡeɪzɚ
staring, ˈsterɪŋ
stark, stɑːrk stɑrk stɑrk
starkers, ˈstɑːrkɚz
starkly, ˈstɑːrkli
starlet, ˈstɑːrlət ˈstɑr·lɪt
starlight, ˈstɑːrlaɪt ˈstɑrˌlɑɪt
starling, ˈstɑːrlɪŋ ˈstɑr·lɪŋ
starlit, ˈstɑːrlɪt ˈstɑrˌlɪt
starred, stɑːrd stɑːrd
starry, ˈstɑːri ˈstɑːri ˈstɑr·i
stars, stɑːr
starship, ˈstɑːrʃɪp
start, stɑːrt stɑːrt stɑːrt stɑːrt stɑːrt stɑːrt stɑːrt stɑːrt stɑrt stɑrt stɑrt stɑrt stɑrt
starter, ˈstɑːrt̬ɚ ˈstɑːrt̬ɚ ˈstɑːrt̬ɚ ˈstɑːrt̬ɚ ˈstɑːrt̬ɚ ˈstɑrt̬·ər
starting, ˈstɑːrt̬ɪŋ ˈstɑːrt̬ɪŋ
startle, ˈstɑːrt̬əl ˈstɑrt̬·əl
startled, ˈstɑːrt̬əld
startling, ˈstɑːrt̬əlɪŋ
starvation, stɑːrˈveɪʃən
starve, stɑːrv stɑrv stɑrv
starved, stɑːrvd
starving, ˈstɑːrvɪŋ ˈstɑːrvɪŋ ˈstɑːrvɪŋ
stash, stæʃ stæʃ
stat, stæt
state, steɪt steɪt steɪt steɪt steɪt steɪt
statecraft, ˈsteɪtkræft
statehood, ˈsteɪthʊd ˈsteɪt·hʊd ˈsteɪt·hʊd
statehouse, ˈsteɪtˌhaʊs ˈsteɪtˌhɑʊs
stateless, ˈsteɪtləs
stately, ˈsteɪtli ˈsteɪt·li
statement, ˈsteɪtmənt ˈsteɪtmənt ˈsteɪtmənt ˈsteɪt·mənt ˈsteɪt·mənt ˈsteɪt·mənt
stateside, ˈsteɪtsaɪd
statesman, ˈsteɪtsmən ˈsteɪts·mən
statesmanlike, ˈsteɪtsmənlaɪk
statesmanship, ˈsteɪtsmənʃɪp ˈsteɪtsmənʃɪp
statewide, ˈsteɪtwaɪd ˈsteɪtˌwɑɪd
static, ˈstæt̬ɪk ˈstæt̬·ɪk
station, ˈsteɪʃən ˈsteɪʃən ˈsteɪʃən ˈsteɪʃən ˈsteɪʃən ˈsteɪʃən ˈsteɪʃən ˈsteɪ·ʃən ˈsteɪ·ʃən ˈsteɪ·ʃən
stationary, ˈsteɪʃəneri ˈsteɪ·ʃəˌner·i
stationery, ˈsteɪʃəneri ˈsteɪʃəneri ˈsteɪ·ʃəˌner·i
statistic, stəˈtɪstɪk stəˈtɪs·tɪk
statistical, stəˈtɪstɪkəl stəˈtɪstɪkəl
statistically, stəˈtɪstɪkəli
statistician, ˌstæt̬ɪˈstɪʃən ˌstæt̬·əˈstɪʃ·ən ˌstætɪˈstɪʃən
statistics, stəˈtɪs·tɪks
statuary, ˈstætʃueri
statue, ˈstætʃuː ˈstætʃ·u
statuesque, ˌstætʃuˈesk
statuette, ˌstætʃuˈet ˌstætʃ·uˈet
stature, ˈstætʃɚ ˈstætʃɚ ˈstætʃ·ər ˈstætʃ·ər
status," ˈsteɪt̬əs ˈsteɪt̬əs ˈsteɪt̬əs ˈsteɪ·t̬əs, ˈstæt̬·əs ˈsteɪ·t̬əs, ˈstæt̬·əs ˈsteɪ·t̬əs, ˈstæt̬·əs"
statute, ˈstætʃuːt ˈstætʃ·ut
statutory, ˈstætʃətɔːri
staunch," stɑːntʃ stɔntʃ, stɑntʃ"
staunchly, ˈstɑːntʃli
stave, steɪv steɪv
staves, steɪvz
stay, steɪ steɪ steɪ steɪ steɪ steɪ steɪ
stayer, ˈsteɪɚ ˈsteɪɚ
steadfast, ˈstedfæst ˈsted·fæst
steadfastly, ˈstedfæstli
steadfastness, ˈstedfæstnəs
steadily, ˈstedəli ˈstedəli ˈsted·əl·i ˈstedɪli
steadiness, ˈstedinəs ˈstedinəs ˈstedinəs ˈstedinəs ˈstedinəs ˈstedinəs
steady, ˈstedi ˈstedi ˈstedi ˈstedi ˈsted·i ˈsted·i ˈsted·i
steak, steɪk steɪk steɪk
steakhouse, ˈsteɪkhaʊs
steal, stiːl stiːl stiːl stiːl stil stil
stealth, stelθ stelθ stelθ
stealthy, ˈstelθi ˈstelθi ˈstelθi
steam, stiːm stim stim
steamboat, ˈstiːmboʊt
steamed, stiːmd
steamer, ˈstiːmɚ ˈstiːmɚ
steaming, ˈstiːmɪŋ ˈstiːmɪŋ ˈstiːmɪŋ
steamroller, ˈstiːmˌroʊlɚ ˈstiːmˌroʊlɚ ˈstimˌroʊ·lər
steamship, ˈstiːmʃɪp
steamy, ˈstiːmi ˈstiːmi ˈsti·mi ˈsti·mi
steed, stiːd
steel, stiːl stil
steelworker, ˈstiːlˌwɝːkɚ
steelworks, ˈstiːlwɝːks
steely, ˈstiːli ˈstiːli ˈsti·li
steep, stiːp stiːp stiːp stip stip stip
steeple, ˈstiːpəl ˈsti·pəl
steeplechase, ˈstiːpəltʃeɪs
steer, stɪr stɪr stɪr stɪər stɪər stɪər
stegosaurus, ˌsteɡəˈsɔːrəs
stein, staɪn
stellar, ˈstelɚ ˈstelɚ ˈstel·ər ˈstel·ər
stem, stem stem stem stem stem stem stem stem stem
stench, stentʃ stentʃ stentʃ
stencil, ˈstensəl ˈstensəl ˈsten·səl
stenographer, stəˈnɑːɡrəfɚ stəˈnɑɡ·rə·fər
stent, stent stent
step, step step
stepchild, ˈsteptʃaɪld ˈstepˌtʃɑɪld
stepdaughter, ˈstepˌdɑːt̬ɚ ˈstepˌdɔ·t̬ər
stepfather, ˈstepˌfɑːðɚ ˈstepˌfɑ·ðər
stepladder, ˈstepˌlædɚ ˈstepˌlæd·ər
stepmother, ˈstepˌmʌðɚ ˈstepˌmʌð·ər
stepney, ˈstepni
steppe, step
stepsister, ˈstepˌsɪstɚ
stepson, ˈstepsʌn ˈstepˌsʌn
stereo, ˈsterioʊ ˈsterioʊ ˈster·iˌoʊ
stereotype, ˈsteriətaɪp ˈster·i·əˌtɑɪp
stereotypical, ˌsteriəˈtɪpɪkəl
sterile, ˈsterəl ˈsterəl ˈsterəl ˈster·əl ˈster·əl ˈster·əl
sterility, stəˈrɪlət̬i stəˈrɪlət̬i stəˈrɪlət̬i stəˈrɪl·ɪ·t̬i
sterilization, ˌsterələˈzeɪʃən ˌsterələˈzeɪʃən ˌster·ə·ləˈzeɪ·ʃən ˌster·ə·ləˈzeɪ·ʃən
sterilize, ˈsterəlaɪz ˈsterəlaɪz ˈster·əˌlɑɪz ˈster·əˌlɑɪz
sterilizer, ˈsterəlaɪzɚ
sterilizing, ˈsterəlaɪzɪŋ
sterling, ˈstɝːlɪŋ ˈstɜr·lɪŋ
stern, stɝːn stɝːn ˈstɜrn
sternly, ˈstɝːnli
sternness, ˈstɝːnnəs
steroid," ˈsterɔɪd ˈsterɔɪd ˈsterɔɪd ˈster·ɔɪd, ˈstɪər-"
stethoscope, ˈsteθəskoʊp ˈsteθ·əˌskoʊp
stevedore, ˈstiːvədɔːr
stew, stuː stu stu
steward, ˈstuːɚd ˈstuːɚd ˈstuːɚd ˈstu·ərd ˈstu·ərd ˈstu·ərd
stewardship, ˈstuːɚdʃɪp ˈstu·ərdˌʃɪp ˈstuːɚd-
stewed, stuːd stuːd stuːd
stick, stɪk stɪk stɪk stɪk stɪk stɪk stɪk stɪk stɪk
stickball, ˈstɪkbɑːl
sticker, ˈstɪkɚ ˈstɪkɚ ˈstɪk·ər
stickler, ˈstɪklɚ ˈstɪk·lər
sticks, stɪks
sticky, ˈstɪki ˈstɪki ˈstɪki ˈstɪki ˈstɪki ˈstɪk·i ˈstɪk·i ˈstɪk·i
stiff, stɪf stɪf stɪf stɪf stɪf stɪf stɪf stɪf stɪf stɪf stɪf
stiffen, ˈstɪfən ˈstɪfən ˈstɪfən ˈstɪf·ən ˈstɪf·ən ˈstɪf·ən
stiffly, ˈstɪfli ˈstɪfli ˈstɪfli ˈstɪf·li ˈstɪf·li
stiffness, ˈstɪfnəs ˈstɪfnəs ˈstɪfnəs ˈstɪf·nəs ˈstɪf·nəs
stifle, ˈstaɪfəl ˈstaɪfəl ˈstɑɪ·fəl
stifling, ˈstaɪfəlɪŋ ˈstaɪfəlɪŋ ˈstɑɪ·flɪŋ
stigma, ˈstɪɡmə ˈstɪɡmə
stigmata, stɪɡˈmɑːt̬ə
stiletto, stɪˈlet̬oʊ stɪˈlet̬oʊ
still, stɪl stɪl stɪl stɪl stɪl stɪl
stillborn, ˈstɪlbɔːrn ˈstɪlbɔːrn ˈstɪlˌbɔrn
stillness, ˈstɪlnəs
stilt, stɪlts stɪlts
stilted, ˈstɪltɪd ˈstɪl·tɪd
stilts, stɪlts
stimulant, ˈstɪmjələnt ˈstɪmjələnt ˈstɪm·jə·lənt
stimulate, ˈstɪmjəleɪt ˈstɪmjəleɪt ˈstɪmjəleɪt ˈstɪm·jəˌleɪt
stimulating, ˈstɪmjəleɪt̬ɪŋ ˈstɪmjəleɪt̬ɪŋ ˈstɪmjəleɪt̬ɪŋ ˈstɪm·jəˌleɪ·t̬ɪŋ
stimulation, ˌstɪmjəˈleɪʃən
stimulus, ˈstɪmjələs ˈstɪmjələs ˈstɪm·jə·ləs
sting, stɪŋ stɪŋ stɪŋ stɪŋ stɪŋ stɪŋ stɪŋ
stinger, ˈstɪŋɚ ˈstɪŋ·ər
stinginess, ˈstɪndʒinəs
stingy, ˈstɪndʒi ˈstɪndʒi ˈstɪn·dʒi
stink, stɪŋk stɪŋk stɪŋk stɪŋk
stinking, ˈstɪŋkɪŋ ˈstɪŋkɪŋ ˈstɪŋ·kɪŋ ˈstɪŋ·kɪŋ
stinky, ˈstɪŋki
stint, stɪnt stɪnt
stipend," ˈstaɪpend ˈstaɪpend ˈstɑɪ·pend, -pənd"
stipulate, ˈstɪpjəleɪt ˈstɪp·jəˌleɪt
stipulation, ˌstɪpjəˈleɪʃən
stir, stɝː stɝː stɝː stɝː stɝː stɝː stɜr stɜr stɜr
stirring, ˈstɝːɪŋ
stirrup," ˈstɪrəp ˈstɜr·əp, ˈstɪr-"
stitch, stɪtʃ stɪtʃ stɪtʃ stɪtʃ stɪtʃ stɪtʃ stɪtʃ stɪtʃ
stitching, ˈstɪtʃɪŋ ˈstɪtʃɪŋ ˈstɪtʃ·ɪŋ
stock, stɑːk stɑːk stɑːk stɑːk stɑːk stɑːk stɑːk stɑːk stɑːk stɑːk stɑːk stɑk stɑk stɑk stɑk stɑk stɑk
stockade, stɑːˈkeɪd stɑˈkeɪd
stockbroker, ˈstɑːkˌbroʊkɚ ˈstɑkˌbroʊ·kər
stocker, ˈstɑːkɚ
stockholder, ˈstɑːkˌhoʊldɚ ˈstʊkˌhoʊl·dər ˈstɑːkˌhoʊldɚ
stocking, ˈstɑːkɪŋ ˈstɑːkɪŋ ˈstɑk·ɪŋ
stockman, ˈstɑːkmən
stockpile, ˈstɑːkpaɪl ˈstɑkˌpɑɪl
stockpiling, ˈstɑːkpaɪlɪŋ
stockroom, ˈstɑːkruːm
stocky, ˈstɑːki ˈstɑk·i
stockyard, ˈstɑːkjɑːrd ˈstɑkˌjɑrd
stodgy, ˈstɑːdʒi ˈstɑːdʒi ˈstɑdʒ·i
stoic, ˈstoʊɪk ˈstoʊ·ɪk
stoically, ˈstoʊɪkəli
stoicism, ˈstoʊɪsɪzəm
stoke, stoʊk stoʊk stoʊk
stoked, stoʊkt
stoker, ˈstoʊkɚ
stole, stoʊl stoʊl
stolen, ˈstoʊlən ˈstoʊ·lən
stolid, ˈstɑːlɪd ˈstɑːlɪd ˈstɑl·ɪd
stoma, ˈstoʊmə
stomach, ˈstʌmək ˈstʌm·ək ˈstʌm·ək ˈstʌm·ək
stomp, stɑːmp stɑːmp stɑmp
stone, stoʊn stoʊn stoʊn stoʊn stoʊn stoʊn stoʊn stoʊn stoʊn stoʊn
stoned, stoʊnd stoʊnd
stoner, ˈstoʊnɚ
stonewall, ˈstoʊnwɑːl ˈstoʊnwɑːl ˈstoʊnˌwɔl
stoneware, ˈstoʊnwer
stony, ˈstoʊni ˈstoʊni ˈstoʊ·ni ˈstoʊ·ni
stood, stʊd stʊd
stooge, stuːdʒ stuːdʒ
stool, stuːl stuːl stul stul
stoop, stuːp stuːp stup
stooped, stuːpt
stop, stɑːp stɑːp stɑːp stɑːp stɑːp stɑːp stɑːp stɑːp stɑːp stɑːp stɑp stɑp stɑp
stopgap, ˈstɑːpɡæp ˈstɑpˈɡæp
stoplight, ˈstɑːplaɪt ˈstɑpˌlɑɪt
stopover, ˈstɑːpˌoʊvɚ ˈstɑpˌoʊ·vər
stoppage, ˈstɑːpɪdʒ ˈstɑːpɪdʒ ˈstɑːpɪdʒ ˈstɑːpɪdʒ ˈstɑp·ɪdʒ
stopper, ˈstɑːpɚ ˈstɑːpɚ ˈstɑːpɚ ˈstɑp·ər
stopwatch," ˈstɑːpwɑːtʃ ˈstɑpˌwɑtʃ, -ˌwɔtʃ"
storage," ˈstɔːrɪdʒ ˈstɔr·ɪdʒ, ˈstoʊr-"
store," stɔːr stɔːr stɔːr stɔːr stɔr, stoʊr stɔr, stoʊr"
storefront," ˈstɔːrfrʌnt ˈstɔrˌfrʌnt, ˈstoʊr-"
storehouse," ˈstɔːrhaʊs ˈstɔrˌhɑʊs, ˈstoʊr-"
storekeeper," ˈstɔːrˌkiːpɚ ˈstɔrˌki·pər, ˈstoʊr-"
storeroom," ˈstɔːrruːm ˈstɔrˌrum, ˈstoʊr-, -ˌrʊm"
storey, ˈstɔːri
storied," ˈstɔːrid ˈstɔːrid ˈstɔr·id, ˈstoʊr-"
stork, stɔːrk stɔrk
storm, stɔːrm stɔːrm stɔrm stɔrm
storming, ˈstɔːrmɪŋ
stormy, ˈstɔːrmi ˈstɔːrmi ˈstɔr·mi ˈstɔr·mi
story," ˈstɔːri ˈstɔːri ˈstɔːri ˈstɔːri ˈstɔr·i, ˈstoʊr·i ˈstɔr·i, ˈstoʊr·i ˈstɔr·i, ˈstoʊr·i"
storyboard, ˈstɔːribɔːrd
storybook," ˈstɔːribʊk ˈstɔr·iˌbʊk, ˈstoʊr-"
storyline, ˈstɔːrilaɪn
storyteller," ˈstɔːriˌtelɚ ˈstɔr·iˌtel·ər, ˈstoʊr-"
storytelling," ˈstɔːriˌtelɪŋ ˈstɔr·iˌtel·ɪŋ, ˈstoʊr-"
stoup, stuːp
stout, staʊt staʊt staʊt stɑʊt stɑʊt
stoutly, ˈstaʊtli ˈstaʊtli
stove, stoʊv stoʊv stoʊv stoʊv
stow, stoʊ stoʊ
stowaway, ˈstoʊəˌweɪ ˈstoʊ·əˌweɪ
straddle, ˈstrædəl ˈstrædəl ˈstrædəl ˈstrædəl ˈstræd·əl ˈstræd·əl
strafe, streɪf
straggle, ˈstræɡəl ˈstræɡ·əl
straggler, ˈstræɡlɚ
straight, streɪt streɪt streɪt streɪt streɪt streɪt streɪt
straightaway, ˈstreɪt̬əˌweɪ
straighten, ˈstreɪən ˈstreɪən ˈstreɪən ˈstreɪt·ən ˈstreɪt·ən
straightforward, ˌstreɪtˈfɔːrwɚd ˌstreɪtˈfɔːrwɚd ˌstreɪtˈfɔr·wərd ˌstreɪtˈfɔr·wərd
straightforwardly, ˌstreɪtˈfɔːrwɚdli ˌstreɪtˈfɔːrwɚdli
strain, streɪn streɪn streɪn streɪn streɪn streɪn streɪn streɪn streɪn streɪn streɪn
strained, streɪnd streɪnd streɪnd streɪnd
strait, streɪt streɪt
straitjacket, ˈstreɪtˌdʒækɪt ˈstreɪtˌdʒækɪt ˈstreɪtˌdʒæk·ɪt
strand, strænd strænd strænd strænd strænd
stranded, ˈstrændɪd ˈstræn·dɪd
strange, streɪndʒ streɪndʒ streɪndʒ streɪndʒ
strangely, ˈstreɪndʒli ˈstreɪndʒ·li
strangeness, ˈstreɪndʒnəs ˈstreɪndʒnəs
stranger, ˈstreɪndʒɚ ˈstreɪndʒɚ ˈstreɪn·dʒər ˈstreɪn·dʒər
strangle, ˈstræŋɡəl ˈstræŋɡəl ˈstræŋ·ɡəl
strangled, ˈstræŋɡəld
stranglehold, ˈstræŋɡəlhoʊld
strangler, ˈstræŋɡlɚ
strangulation, ˌstræŋɡjəˈleɪʃən
strap, stræp stræp stræp stræp
strapped, stræpt stræpt
strapping, ˈstræpɪŋ ˈstræp·ɪŋ
strata," ˈstreɪt̬ə ˈstreɪt̬ə ˈstreɪ·t̬ə, ˈstræt̬·ə"
stratagem, ˈstræt̬ədʒəm ˈstræt̬·ə·dʒəm
strategic, strəˈtiːdʒɪk strəˈtiːdʒɪk
strategically, strəˈtiːdʒɪkəli strəˈtiːdʒɪkəli
strategist, ˈstræt̬ədʒɪst ˈstræt̬·ə·dʒɪst ˈstræ-
strategize, ˈstræt̬ədʒaɪz
strategy, ˈstræt̬ədʒi ˈstræt̬ədʒi ˈstræt̬·ə·dʒi
stratified, ˈstræt̬·əˌfɑɪd
stratosphere, ˈstræt̬əsfɪr ˈstræt̬·əˌsfɪər
stratospheric, ˌstræt̬əˈsferɪk ˌstræt̬əˈsferɪk
stratum," ˈstreɪt̬əm ˈstreɪt̬əm ˈstreɪ·t̬əm, ˈstræt̬·əm ˈstreɪ·t̬əm, ˈstræt̬·əm"
stratus, ˈstreɪt̬əs
straw, strɑː strɑː strɔ strɔ
strawberry," ˈstrɑːˌberi ˈstrɔˌber·i, -bə·ri"
stray, streɪ streɪ streɪ
streak, striːk striːk striːk striːk strik strik strik
streaker, ˈstriːkɚ
stream, striːm striːm striːm striːm striːm strim strim
streamer, ˈstriːmɚ ˈstriːmɚ ˈstriːmɚ
streaming, ˈstriːmɪŋ ˈstriːmɪŋ ˈstri·mɪŋ
streamline, ˈstriːmlaɪn ˈstriːmlaɪn ˈstrimˌlɑɪn ˈstrimˌlɑɪn
streamlined, ˈstrim·lɑɪnd ˈstrim·lɑɪnd
street, striːt strit strit
streetcar, ˈstriːtkɑːr ˈstritˌkɑr
streetwise, ˈstriːtwaɪz
strength," streŋθ streŋθ streŋθ streŋθ streŋkθ, streŋθ streŋkθ, streŋθ streŋkθ, streŋθ streŋkθ, streŋθ streŋkθ, streŋθ streŋkθ, streŋθ"
strengthen," ˈstreŋθən ˈstreŋk·θən, ˈstreŋ- ˈstreŋk·θən, ˈstreŋ-"
